hod,LOGM_CUT,LOGM1,SIGMA,ALPHA,KAPPA,ALPHA_C,ALPHA_S,S,ACENT,ASAT,BCENT,BSAT
1,12.60516785,13.7715843,0.0061320396,1.170236144,0.2168267954,0.5127044651,0.6201367752,-0.5412057856,0.3905204156,0.5722176398,0.1978722793,-0.1943063273
5,12.65044942,14.14116589,5.756089266,0.8182853055,0.6407414301,0.06599839434,0.6895949706,0.8325800915,-0.4744582273,-0.9875877477,-0.5373934515,0.8638200298
7,12.5374317,14.18905859,0.7193953137,1.385818273,0.5866732608,0.1033018359,1.174480281,0.5349300564,-0.1566879923,-0.01069590717,0.08101837974,0.005315913938
9,12.70041911,13.92049845,0.233292264,0.7189882833,0.7694322186,0.1038866388,1.306725659,-0.8822130706,-0.7546523353,-0.6631907235,-0.06431839942,-0.7901834066
10,12.82213606,13.86971195,0.006622203551,1.327331636,0.8692639249,0.09306831537,1.389087173,0.251506795,0.009913027689,0.9029974918,0.1499473458,-0.03582656727
13,12.55349076,13.61177204,0.02662439112,1.425253603,0.8144962927,0.07300329514,1.163461969,0.908884215,-0.5244090568,-0.6121144188,-0.2437846176,0.6476937933
14,12.95981548,14.78962511,2.625231497,1.389361961,0.2681980404,0.2434537448,1.203180947,0.0484627989,-0.4062539561,-0.9534575114,-0.3193500495,0.760126785
16,12.88606028,14.36252536,1.102026117,1.381932535,0.410635302,0.09178297262,1.448678506,-0.7414218381,0.485975953,-0.04863622536,-0.6460759933,0.4199288637
17,13.53786601,13.91053083,0.7257198637,0.4328456202,0.3499670786,0.3751401569,1.488937311,0.1804944019,0.6717937925,-0.9206526346,-0.5882259313,0.4966627109
19,12.61062123,13.656296,0.009120618904,0.9108089779,0.6089440989,0.1840172615,1.430859341,0.2536169969,-0.8013248764,-0.06969822122,0.1063571081,-0.122998833
22,12.83584425,13.78437353,0.01868331474,1.373733501,0.654703179,0.4028753984,1.137354354,-0.01030317314,0.1632208801,-0.4557698441,-0.266749942,-0.5152377894
23,13.04376827,13.86255255,5.743083997,1.395248458,0.01566772205,0.2655256544,0.8782312791,-0.6336518805,0.8715926824,-0.9235281895,-0.04951871616,-0.2288411139
27,12.53125522,13.70868781,0.2174322209,0.6480630495,0.535182688,0.3241788615,1.112076197,-0.3699945073,-0.5109753789,-0.937467778,-0.4012571093,0.2364405112
28,12.99766664,13.76979047,0.01468239086,1.456002913,0.6862699481,0.5789097032,0.9460220692,0.1802534889,-0.6636885627,-0.1261081496,-0.1973764419,0.5444039194
29,12.74506282,14.22504042,1.105918704,0.3637981499,0.2334293814,0.07031053288,1.199924216,-0.8092603228,-0.5949289799,0.1590476227,0.168094209,0.0143498492
31,12.84225063,13.63780726,0.4828983258,1.245229891,0.7420396618,0.2325319289,0.6856938622,-0.9518264625,-0.902432451,0.06823765738,0.09110582305,0.6331992259
33,12.98103904,13.85827197,0.1425495105,0.3361781923,0.2269774086,0.005964452075,1.144307161,0.6935003978,0.9172501056,0.9017494881,-0.2821706728,0.1657853581
34,12.95426672,14.40357371,1.211822036,0.8888925486,0.3969624826,0.4150808243,0.7367506261,-0.9216480638,-0.4891560985,-0.5499135159,-0.06172613602,0.4862308672
35,12.545172,14.96733554,0.005112309303,0.6364030051,0.9409632846,0.2381108648,1.362582422,0.9132212565,-0.603062683,0.5314772236,-0.6478385742,-0.8404182361
40,12.586013,14.88016982,0.04579301303,1.234316119,0.6801696765,0.5401390838,1.054740885,-0.5596747123,-0.8186024538,-0.1733407027,0.1465341999,0.7026838977
41,13.54060531,14.32777347,3.095960327,0.5640428279,0.5956256387,0.1134846955,1.401581088,0.4806888028,0.889614102,0.7155739271,0.1324338474,-0.6170824195
42,13.1113008,14.10110512,1.197983967,1.070917256,0.7983516987,0.04414115266,1.023034449,-0.4072056089,0.1826020877,0.9453977342,0.06208777917,0.2670346148
43,12.75862877,15.07087592,0.0113043451,1.025330991,0.8179506934,0.2335196411,0.7257888561,-0.2224725551,0.7789450512,-0.8932827758,-0.1932701579,0.8698672994
44,12.57852447,14.19115263,0.1401238846,0.7536548299,0.6668401329,0.429478559,0.9698119906,-0.5468672542,0.0599929451,-0.1575236793,-0.07055823249,-0.7178739562
48,13.67414483,14.2856141,1.616013615,0.8999296566,0.9481922614,0.07333438955,0.8093455352,-0.8261087518,0.4017363964,0.2951952868,-0.5501745901,-0.1621595933
49,13.35286498,13.60974785,1.917898698,0.8921365956,0.0960841973,0.1741780556,1.047381438,0.9653134695,0.3604562655,-0.924800043,-0.5292582625,0.9501186655
51,12.91982602,14.98233629,0.1141905795,0.695425436,0.3511433704,0.4305213555,1.10029748,0.3874200595,-0.9727372726,0.3573455672,-0.3800025901,0.3037903931
52,13.10117945,14.26786987,8.086074551,1.185025464,0.2459034739,0.0340007694,1.449176505,0.1002649772,0.6006297716,-0.5994539589,-0.3685411306,0.3699994619
53,12.72437153,14.14386403,1.075701757,0.7428109966,0.2677440633,0.5768295027,0.8581310428,0.00676538749,-0.8604956117,-0.7421023095,-0.5285336699,0.6047997028
54,12.91460519,13.85122243,0.002995672884,0.7290636399,0.9673490424,0.3096533652,1.081889817,0.5732500281,0.4065858354,-0.4638796473,-0.4172893711,-0.3796007373
57,12.55410128,14.82683002,0.02504927421,0.3039860362,0.262116095,0.4358453081,0.7655895938,-0.3088705037,0.2441935211,-0.7088524403,0.05751745511,-0.7312293801
58,12.5692658,15.07400258,0.6103636783,1.046271364,0.1127149314,0.4930018051,1.082859907,-0.2156424307,-0.1972986413,0.5100364103,-0.1103270557,0.1875292524
59,12.94356848,13.84229574,0.001711652516,0.7252464229,0.6854143094,0.4199865255,1.025466054,-0.8945617049,-0.8529899952,-0.9697358741,0.003254433014,-0.5251385701
60,12.52803035,14.74342709,0.01311216094,1.086133336,0.4823239976,0.4885047051,0.7427398186,-0.7344441545,-0.3767710985,0.7771695635,-0.653761118,-0.845862334
62,12.80270944,13.61331106,0.001885040406,0.6314029812,0.6566871637,0.5754061109,1.361004412,-0.2717025716,0.1614135194,-0.4902505362,-0.6409526433,-0.5862553419
63,12.7756914,13.73862972,0.01372129431,1.174904482,0.5060075417,0.2484809927,0.9924506876,0.4695989252,-0.9265720896,-0.6238802186,-0.5788449947,0.5585904827
64,12.62321835,14.89125209,0.1142556521,0.8884636673,0.2664690943,0.581142777,1.486375683,0.845723109,-0.9294885503,-0.6664687493,0.07592736443,0.982677827
66,12.50234888,14.9531679,0.05814848692,0.8529749085,0.194728974,0.2693218759,0.6486092428,0.9899060712,-0.7776648893,0.9939188966,-0.02093285452,-0.004102574643
67,12.61754138,14.67028001,0.007883321679,0.8006468679,0.9219172242,0.3352804433,1.081364435,-0.2948530428,-0.8972607951,-0.9371426986,0.06361967468,0.5468357123
68,12.57230149,13.77760318,0.1161736677,1.262205716,0.5894860581,0.1463141726,0.6498984781,-0.4045417475,-0.8612069087,0.08088669151,-0.07924671877,0.9559449526
69,12.7780842,14.6060205,0.003710997792,0.580239695,0.8397570571,0.3297556912,0.7789235285,-0.7890634649,0.7742932391,-0.02256704847,0.124378701,-0.203499494
71,13.23780093,14.58443266,7.978326008,0.5806715705,0.6949295081,0.2153034359,0.9069516611,0.1786668073,0.05619000566,0.5698189376,0.0196534343,0.04796940101
73,12.64534861,14.79653578,0.005611422995,0.3970825582,0.06807553366,0.5606252014,0.6091577424,-0.6311177394,-0.4715871531,0.5882138464,-0.08261126567,-0.2205786484
76,12.6392573,14.60684516,0.002570232536,0.9357740825,0.08722590836,0.4541444994,1.476343407,0.2598914728,-0.3575113058,-0.9593938746,0.04269209341,0.9821325579
77,13.64746437,14.40216175,7.809121132,0.6966490605,0.2877569647,0.3168684541,0.7204241898,-0.8535571518,0.1296966096,0.5970172281,-0.172746531,-0.500933542
78,12.70352181,14.55131054,0.09634708369,0.3986412559,0.4028063188,0.4332456727,0.6522434172,-0.5807526391,0.9026252806,-0.8680217107,-0.435718698,0.3220046926
79,13.60002902,15.04219693,6.215382555,1.177202368,0.6216886514,0.2423724838,1.01162631,0.6534889366,-0.7537209598,-0.3501541612,0.1076933428,0.6665683749
81,13.24066416,14.96959773,5.582519928,0.6071131485,0.1503566233,0.5703344353,0.8754417088,0.09714306344,-0.4992328732,0.4030905155,-0.5027385457,0.6833106077
82,12.72107794,14.43510482,1.649420888,1.397747804,0.6395783405,0.1508355136,0.9871959991,0.5182545356,0.3169342907,-0.9407228255,-0.01826100789,-0.04017631033
83,12.76943349,13.98795972,0.002777170255,1.186115318,0.1600485237,0.2771063851,1.478415639,0.04312801628,-0.9266523248,-0.9255304521,-0.5117050356,-0.8478034788
84,13.48294079,14.62606871,7.168817862,1.131950805,0.3965403985,0.5854603368,0.9910993921,-0.5985836171,0.7553401719,0.8097075008,-0.1764832154,0.2985460895
89,12.68005628,15.04893966,0.001334261759,0.8634233614,0.9238277527,0.3848989715,1.088062683,-0.8356950434,-0.3567804085,-0.3246089608,-0.4570786275,0.3490432392
91,13.05521998,14.14177281,2.832326844,0.8494690789,0.02697098582,0.0180061128,1.182574676,0.3171935068,0.4221250797,0.06386988619,-0.5310529188,-0.104226396
92,12.69273504,14.09530656,4.999276521,0.8563000898,0.9416495962,0.07451123039,0.6659447208,-0.456950845,-0.5486808094,-0.6742300896,-0.3163092597,0.3036208145
94,12.62312811,15.0825137,5.907975491,1.389559084,0.2499040969,0.3507670629,1.431597291,-0.6774323767,-0.2125387186,-0.9564625418,0.1254764729,0.1318419873
98,12.93803999,15.01599159,0.3125626739,0.3747428056,0.522189414,0.5645674716,1.462924995,-0.2596112431,-0.245788916,-0.2668121528,-0.11572548,-0.2521143835
99,13.00003441,13.68615375,0.01808348103,0.4218181037,0.5364058003,0.2897314516,1.071093959,0.4633908917,0.5327698649,-0.6136459533,-0.6543983353,0.1711942026
101,12.52945837,14.94419294,0.1264719295,0.9652956758,0.7553939465,0.3871568028,1.378663097,-0.5958592924,0.3370149919,0.245018961,-0.5634026056,0.9504752163
103,12.76061329,14.42946676,0.05773627312,0.5577645447,0.336874179,0.1893093893,1.413225792,-0.3773932343,0.1690225033,0.3688227325,-0.2473904172,0.8643815725
105,12.50072704,14.61121588,0.006165958557,0.5461721779,0.8871747512,0.181805609,1.462639701,-0.9748784993,-0.4759333875,0.561517319,0.07818923565,0.1511779819
106,12.61958196,14.91772355,4.164700912,0.8421772894,0.2850610201,0.583410847,1.256594072,-0.5703157718,-0.9718085048,0.9166009019,-0.438860593,-0.9424563803
107,12.85117377,14.83855961,0.01781432275,0.3668226906,0.007576115994,0.2609195316,1.411612603,-0.5659720716,-0.4081123154,0.7261748818,-0.05485909651,-0.6047609592
108,12.52020802,13.86519197,0.002129471385,0.5901242886,0.9892353754,0.4258169457,0.8896124575,-0.03364020287,0.208033635,0.9182803919,-0.1181438108,0.5343901079
110,12.89941742,14.46397453,0.8461768609,0.7553151217,0.5323290153,0.5667365447,1.114807527,-0.9783718271,-0.1231182284,-0.3469620793,0.1037923247,0.9279460076
111,13.51591792,13.76783458,1.21217178,0.3726096045,0.8195926223,0.09267951255,0.715813663,0.6410380059,0.4989024505,-0.9419299089,-0.4665495364,-0.865729906
112,12.86636083,14.76518396,0.009757819587,0.3126073712,0.008248973096,0.02699657467,0.6270500474,-0.05261368631,0.5725876783,0.8233328588,-0.1633361433,-0.7928175203
114,12.55586349,14.11782266,0.02782275838,0.5174408823,0.6825270899,0.2650130455,1.358345914,0.372774674,-0.7490623262,-0.1830657209,-0.648043692,-0.2755703312
115,13.20405753,13.64215111,2.339401288,0.4571160521,0.3959976942,0.2820543112,0.7977195598,-0.8814104735,0.8618247797,-0.3029059275,-0.3461064996,-0.5084564355
116,13.08236544,13.64330741,0.08095977686,0.3313362831,0.5024676558,0.4520396627,1.205434049,0.131434855,-0.3764965462,-0.4119605987,-0.66399394,-0.5831178444
117,12.63546922,14.48663268,0.001202582203,1.25432486,0.9228658955,0.4164173884,0.961357824,-0.2943604758,0.234218324,0.9470981254,0.1575648285,0.9667905413
118,12.50019568,14.71595059,0.04247867872,1.475599069,0.4233985848,0.591534708,1.423465432,0.2486627252,-0.3775506858,0.7670707157,-0.3743080709,0.02691512042
119,13.10297368,13.82995982,0.7074406599,1.470302179,0.6941890625,0.5994996082,1.163627089,-0.04544591214,-0.9167727313,0.8965289029,0.1721486595,0.05210134324
120,13.59861049,14.30528895,4.672204891,0.5645674455,0.3148173871,0.0863472047,1.056351516,-0.6285690589,-0.02605984068,0.2506578531,-0.2214529143,-0.5873094354
121,12.73321304,13.95508889,0.08401517488,0.9689110181,0.8857051136,0.380729225,0.731241375,-0.5702598475,-0.3265842205,0.3406039896,-0.440227562,0.6573728848
123,12.94753211,14.74527038,0.02421817624,0.4248317229,0.7554222901,0.06082667324,1.169890844,-0.1909879326,-0.4965068485,-0.9020845741,-0.5377303259,0.5240806409
126,12.99913342,13.75019462,0.00104510141,0.4482760185,0.5092489749,0.5542565264,1.263436197,0.5769845895,0.4335001316,-0.2981771134,-0.4183423595,0.23110788
127,13.03912246,14.45356742,4.180667228,1.410237202,0.8843737114,0.5723216519,1.136628785,0.7525964156,0.4524819706,-0.4140109651,-0.4407204757,0.06852241323
129,13.6268962,14.78689366,2.52511347,0.3367832933,0.7494116123,0.148543631,1.296377544,-0.2670655176,-0.7268354236,-0.3661912595,-0.1551951177,-0.5411606917
131,12.85197092,14.51398855,0.4350126196,0.5709673411,0.652812027,0.440724044,0.6330395812,0.04513015502,-0.8189030695,0.1082363134,0.1899680481,-0.8883526042
135,12.77863223,14.4516415,0.03672176167,0.396156669,0.04311937643,0.4969663491,1.196268555,0.1700369271,-0.4912957025,-0.6412584051,-0.1005293222,-0.8434259085
138,12.50693791,15.02009253,0.001732034289,0.7945530107,0.5911008623,0.5214355079,1.082335196,-0.8180830842,0.712848032,-0.02664124362,0.09142545734,0.2929627028
140,12.85954438,14.32969477,1.666557319,0.9601867924,0.9785024175,0.387787908,0.7584072677,0.4989791929,0.1325258241,0.3776723132,-0.4268977995,-0.8511717753
142,12.62972044,14.31362851,0.002058266422,0.871813433,0.3232654868,0.02157596642,0.7659003113,0.2075304901,-0.302913613,-0.1472912097,-0.05617973181,-0.5305501846
144,12.57431384,14.51558816,1.703432738,0.6715505234,0.364028723,0.509293497,1.216598323,-0.8421236192,-0.367842349,0.3505522438,0.1650997193,0.4216220063
145,13.01974259,14.85733148,6.487021986,0.909995271,0.1969789934,0.1102264533,0.8025979964,0.1354845865,0.4807800579,0.9064863859,0.1595822081,0.6740368738
146,13.06861844,14.29575344,0.8408329818,0.759976791,0.6716973055,0.4857801944,1.016644223,-0.4625121474,0.03890432431,-0.4538840879,0.002639289695,-0.01320187691
147,12.79056406,15.00815356,0.001177895622,1.387527882,0.6018891432,0.457224591,0.8496186266,-0.311572672,-0.8551694175,0.04838401411,-0.6525391778,0.2562978758
148,12.90808684,13.75795306,0.03089429824,0.8070996749,0.3962082108,0.5089528908,1.394105362,0.9871856375,-0.9399632764,0.4132791491,0.08985728268,-0.8129279794
152,12.98534871,14.20038939,0.2041592582,0.3349764336,0.9821754608,0.0756326484,0.8474951159,-0.4419563693,0.09497999838,-0.1718024634,-0.3726092771,0.7051508243
153,12.53009126,14.41728777,0.004030516514,1.275919652,0.8194834583,0.4179946285,0.9378326051,0.9041889087,0.04873083253,0.3583120355,0.01736770708,0.219502923
154,12.88732524,15.05372202,8.260476176,0.4860972277,0.1845835134,0.1121701066,0.9037460141,-0.255650902,-0.6044082684,-0.1039535917,-0.3530682761,0.01675424717
155,13.01260829,13.75954212,1.33034793,1.195586543,0.6634936863,0.3627016924,0.9707417856,0.6123353217,-0.6796747517,0.08698910828,-0.5527753522,-0.4142439414
157,13.62945542,14.16028783,5.654440242,0.7798783688,0.7987170583,0.3075237891,0.6298059841,-0.9528354976,0.02348081621,-0.313271648,-0.5194736181,0.6142442054
158,12.67184195,14.62320541,0.09369486038,0.5705850624,0.3284219256,0.4010119599,0.7860231476,0.9448699111,-0.1430936678,-0.8924920505,-0.1418980821,-0.03335131443
159,13.68108728,14.38719596,1.477054828,0.831257332,0.08050919322,0.2928324535,1.307176268,-0.6306608333,0.42399653,-0.1400443668,0.188161456,0.8641852932
161,13.36296688,13.76731363,1.128687868,0.4637668955,0.9658183504,0.05870802688,1.345251547,-0.5991025846,-0.880069245,0.4411810559,0.03909948478,0.3608048199
162,12.97372397,13.78647059,0.005232213216,0.7123031356,0.2018023302,0.4311593252,0.7360391785,0.6227642729,-0.2625573725,-0.9516275081,0.1778555385,0.5731942881
163,12.5777058,13.74544952,0.002848821372,1.231283414,0.2144233044,0.5952343677,1.202782022,0.6595656017,-0.2937634897,0.6747247355,-0.1326921455,-0.1978361989
164,12.87324757,14.28350314,0.001141665647,1.168486828,0.7394146157,0.08247072948,0.6292225932,0.6431778992,-0.7927027553,0.07693979051,-0.1509523626,-0.2707374942
