hod,LOGM_CUT,LOGM1,SIGMA,ALPHA,KAPPA,ALPHA_C,ALPHA_S,S,ACENT,ASAT,BCENT,BSAT
0,12.85293187,14.32693402,0.002146021728,1.153630479,0.3280775105,0.1592198917,1.285395468,-0.02681415095,0.3597551774,0.7678630491,-0.158560453,0.8146505598
1,12.60034648,13.78995681,0.0031825836,1.315334428,0.8030911553,0.4678082754,1.131777412,0.499139051,0.5928311205,0.6172599949,-0.5831520196,0.4435353902
3,12.89393465,13.74415873,0.00204928125,1.360149076,0.9635491942,0.4391531201,0.6737917625,-0.652274987,-0.9816826101,0.6795014573,-0.2145780913,-0.09853590782
6,13.24594316,14.04253267,2.213353367,0.877813664,0.8327422686,0.5144557772,1.437855333,0.5463737556,-0.4559935266,0.05066515888,-0.01388223866,-0.9161113155
8,13.6721285,14.01749459,7.821785912,0.8368695316,0.8432955163,0.6038978695,0.7691375831,-0.2246445743,-0.5529134392,-0.4484262245,-0.3879326958,0.0252446057
9,13.09285914,14.01265974,0.589403204,0.9298821721,0.7453851273,0.3947683343,0.6149761945,-0.8361234454,0.2204937735,-0.5576926434,-0.6215405287,-0.8867629917
11,12.95067245,13.99889525,0.02541761194,0.7217213972,0.3312601296,0.2837254561,0.8226759314,-0.5273873412,-0.1849023865,-0.401063804,-0.5819235336,0.7703381612
12,13.13719346,14.50410791,2.174728091,1.059615528,0.3775259932,0.3325242963,1.163311996,0.1787674066,-0.5437858945,0.5400667992,-0.08241319193,0.7962848045
15,12.7856256,14.45325698,3.127472731,1.002723241,0.5716005399,0.3425624448,1.151675291,-0.05987256682,-0.8877305903,-0.4380040021,-0.170834752,-0.05213623074
17,13.48143543,13.64096984,3.289888906,0.5029756278,0.4753345641,0.158812308,0.8858142438,-0.1370740889,0.30193674,0.3995344968,-0.01854983845,-0.7376459743
18,12.71354459,13.72303724,6.730470665,0.3929333382,0.2088129231,0.01160786619,0.7013876321,0.05445161565,-0.363784339,0.7903489377,-0.4824323414,-0.2419386827
21,12.78586488,14.50061615,0.1176006348,1.112029684,0.7447162688,0.0401936591,1.185082218,-0.8446275103,0.3177642869,0.9166626692,0.1998214244,0.1484791199
22,13.36063724,13.65297471,1.427020071,1.400250398,0.9321558427,0.3180188378,1.439950592,0.8900391262,0.2285339351,0.9808207432,-0.247823509,0.555612867
25,13.1895878,14.79917636,3.300526628,0.7331778469,0.03952544125,0.6072622298,0.6871344173,0.03299477436,-0.3842111502,-0.5566983514,-0.518196634,-0.5722500289
26,12.63524091,14.42296974,0.2232100694,1.243238112,0.3902135402,0.1615547892,0.9746460386,0.7161372088,-0.05602777017,0.8759244928,0.06568724163,0.292490739
28,13.4252125,14.96616364,6.540916118,0.7822325014,0.222092269,0.2948406969,1.270127853,0.9798710864,-0.3859636343,0.9075450618,0.008684410861,0.3244891391
30,12.87630336,14.47624824,0.2465222582,1.151612264,0.4573737338,0.2214710288,1.36676917,0.8085921102,0.396983663,0.7314838527,-0.5536352586,-0.5077600161
35,12.64650814,14.53261583,0.005095193889,0.761408335,0.03361637946,0.3791363158,1.192218134,-0.4289218037,0.7654216136,0.3102538221,-0.2279403129,-0.6689125398
36,12.81826986,15.01381224,1.651000576,0.7592887524,0.2501281143,0.4366888562,1.470028413,0.05119726969,0.7815392935,0.7127400234,-0.02445003803,0.9533609202
37,13.60181153,13.92676654,2.757433774,0.6509970878,0.202424826,0.2734127981,1.396571068,-0.2568510501,-0.5840508683,0.326787468,-0.5018959865,0.60381169
38,13.53725642,14.79412866,5.24012339,0.8261599788,0.1572272188,0.5786155895,1.168989704,-0.06281463938,0.1806191538,-0.6784592465,-0.3931743403,-0.8040171355
39,12.69930197,14.10795562,0.04919985152,0.4608259309,0.2343026678,0.09698887853,0.6943168098,0.3760399383,0.05402539431,-0.8368224317,-0.01355627602,0.4655467382
44,13.52516414,13.8401676,1.080163597,0.6045233301,0.9121631732,0.07086493707,1.130459142,0.4450642919,-0.4122322174,-0.8127930767,-0.09724249006,-0.185970566
46,12.58269037,13.61714838,0.01795873204,1.118468069,0.8300965013,0.5251483873,1.372202677,0.2084227894,-0.4627521323,-0.6762027232,-0.1447494396,0.5148615796
47,12.89145382,14.00673926,0.002632753245,1.407478447,0.358436491,0.2867024197,0.7726015044,0.8667270044,0.7749103852,0.4843832338,-0.1535644555,-0.1611462932
52,12.53295101,14.03809593,0.01008012597,1.42811779,0.1329564214,0.6004303644,1.338661627,0.663089991,-0.143304388,-0.6533467202,-0.3359155497,0.4201948121
55,13.36263347,14.42196626,5.920366893,1.048550004,0.5105298231,0.1593854711,0.7609448731,-0.4030630034,0.256107588,-0.07523784263,0.1809090594,-0.5690406736
57,13.43316192,14.7343203,0.8522317203,1.309045717,0.9776871258,0.003017130477,0.9654519874,-0.716349266,-0.1625325067,0.8148060352,-0.4452396271,0.1367232828
58,12.74082345,14.97833804,0.01686305893,0.3007753724,0.3028694709,0.338223036,1.086860072,-0.7080435708,0.4819515165,-0.9559485373,-0.07486531317,0.1830703292
60,12.99341867,14.2306297,0.5539301538,0.9752608572,0.6829741864,0.1349449087,1.163556715,0.1561136287,-0.5299993447,0.02063512789,-0.3537247343,0.1735051195
64,12.69817176,14.95011106,1.073952238,0.4290262605,0.3988520963,0.4814626395,1.25894734,0.1263506862,0.4495196256,-0.08717405574,-0.1025152886,-0.1846633797
65,13.15934777,14.24158089,6.857522269,0.5116652797,0.01808412213,0.3437718073,0.6723094595,-0.4329297357,-0.7612793159,-0.7700615022,-0.3900517253,0.8547690927
66,12.50200434,14.23089148,0.188169831,1.193166953,0.1976986715,0.5420320889,1.474025053,0.3004054302,0.3108773958,0.7886635386,0.1683379483,-0.4084668374
68,12.96118115,13.73615768,0.001776884823,1.370467812,0.6735230753,0.1584490827,0.8300852376,0.5861087767,-0.2112870261,0.8780087453,0.08348261902,-0.7356363038
70,12.71851083,14.86823544,5.410878341,0.5064707647,0.7873460456,0.1378840783,1.48961367,0.6377876397,0.3499999891,0.5621942491,-0.2271592679,-0.6343028931
73,12.59550084,14.0731169,0.004753829295,0.5747992188,0.9003003088,0.4247320652,1.338822505,-0.09314863256,0.695227724,-0.6126421291,0.1380045429,0.02228667595
74,12.65945437,14.70880412,0.0276120935,0.6369100404,0.1367626454,0.5734128388,0.8275877605,-0.8795940608,0.1144245135,0.7710957035,-0.6174930075,0.5045223038
75,12.62149073,14.53803521,0.005112921111,0.9349713365,0.1686094461,0.009335074594,0.907041582,0.2966541234,0.7420775466,0.5833929601,-0.2258611776,-0.7003723831
76,12.73121216,13.90324911,0.05366739156,1.441079832,0.06308939163,0.124641482,0.8656086608,0.9685357683,0.5959218837,-0.08928490802,0.07826040481,-0.947007509
77,12.68443297,14.55205486,4.766372344,0.523998288,0.9325264306,0.4163817218,0.9038463191,0.6528097336,0.1951386849,0.04572412834,-0.6006642301,-0.8978362584
78,13.08557964,14.15434995,5.997467156,1.290124906,0.6934579152,0.02509099569,1.430520844,-0.4833890703,-0.7741731823,-0.8031399807,-0.4155089724,-0.1542484026
79,12.68866106,13.86234371,0.1542752329,0.5861060354,0.8090179162,0.1595148625,1.11230428,-0.1192589468,0.7888589587,-0.879127437,-0.1756578809,0.5583503194
83,13.00551956,14.16441684,1.203729767,1.069395889,0.6901753299,0.1546598347,0.8055158878,0.744474941,-0.7817804318,0.507865783,-0.1511421404,0.143326983
85,13.41594126,14.96175919,2.322836245,0.5702826607,0.8963414463,0.1545017817,0.6480184651,-0.7690061874,-0.5420588354,0.2034450632,0.03696704759,0.5875700223
89,13.40260872,14.39882845,1.008991564,0.4606126489,0.01190031291,0.2300116601,0.8623623294,0.7664927375,-0.4018702597,-0.1446377042,-0.1512154886,-0.4094157373
90,12.72831975,14.90640127,6.697356756,0.9991655828,0.4952303264,0.5544391478,0.9563397191,0.01204315229,0.5135813504,-0.8016412694,-0.1077133936,-0.5207499861
91,12.66492907,15.07005098,0.8026898363,0.89365362,0.3445595427,0.1935974909,1.140070417,-0.1706657659,-0.08231986304,0.7157783436,-0.3597080834,-0.5568990455
92,12.95750015,13.79049672,0.01972074783,0.3473605458,0.6072625834,0.5405356318,1.193942255,0.9021303594,0.8802648928,-0.3524715547,0.1534994724,-0.3765279
95,12.78745823,14.89960054,0.2848366869,0.3136401299,0.8355509633,0.1101908468,1.28225065,-0.1009790534,0.4915165578,-0.8501800734,-0.3919957766,0.9865981555
97,13.42940411,14.02391797,2.921611354,1.4408632,0.1654334855,0.5758191216,1.039435368,0.01246336791,0.9201907745,0.9593943076,-0.294647293,0.4856907586
99,13.50697128,14.41926749,4.100556957,0.4810920327,0.149511948,0.1081652866,0.9129182848,0.5947223955,-0.956099271,0.5622493547,-0.07678403633,0.4730779852
100,12.74573579,14.2667777,0.001634712914,1.04816874,0.4310084427,0.2949278936,1.40309328,0.01706783737,0.9172951478,-0.9449240779,-0.6685559609,-0.8539374384
101,13.09203132,14.23413741,0.3979314229,0.7034097353,0.07553153855,0.5240697278,1.485547534,0.3783012508,0.08005942614,-0.8377683987,-0.5384418823,0.4804142236
103,13.51963897,14.79856581,1.170908676,0.5268123864,0.2868429144,0.1087009631,1.301101082,0.5025701765,-0.8793177204,0.47733376,0.0926878065,0.1617828852
104,12.9729955,14.84570007,4.803649258,1.022335549,0.9224360357,0.06798761645,1.373096419,-0.4377864219,0.7689279906,0.3050188492,-0.6332659592,0.9890549356
105,12.60863267,13.64116025,0.167241142,0.9739192409,0.05285332766,0.300661707,1.228310981,-0.03389023788,-0.3229940788,0.8743609358,-0.2013819238,-0.4068520909
112,12.5177021,13.89972739,0.006162710154,1.208886738,0.4522790351,0.3401970177,1.018312754,-0.06003357022,0.2093945689,0.149273361,-0.1255286513,0.5880941429
113,13.14080599,13.95455496,0.412322582,0.9613285132,0.1453772714,0.4495818306,1.384057884,0.7250410859,0.7511044103,-0.9698536153,-0.5183113026,0.3807060118
114,12.62191967,14.33616384,2.701218963,1.127859004,0.02099691175,0.1540029313,1.251698147,0.6643163407,0.3528774363,-0.2227944497,-0.5436093404,0.5295388299
116,13.36323397,13.98747618,7.131811932,0.3123148618,0.02945769519,0.0354605559,0.6439193223,-0.5543613737,0.5312891563,-0.01158568807,-0.6080907536,0.4890191558
118,12.55798799,14.35336443,0.002334597372,1.133329607,0.02129288104,0.1105580817,0.7954941817,-0.6552214114,-0.4161663774,-0.2673897809,-0.3288274154,0.7460883468
121,12.83101264,14.05922313,3.483538222,1.332728568,0.5258886776,0.511652297,1.406598105,0.4976265539,0.3984886447,0.1721425446,-0.1269580648,0.3100583086
122,13.01801701,13.94190085,0.4314765363,1.382239023,0.8230534023,0.03412585333,0.8490498124,-0.3547812713,-0.5188118253,-0.1508005587,-0.4230331829,-0.3228556704
123,12.82877266,14.98315653,0.3452499592,0.3817128427,0.9186961895,0.443088071,1.213839364,-0.2700024555,-0.6432206127,0.06827412546,-0.3579413589,-0.7229325983
124,12.50460614,14.29886501,0.3384662109,0.7459801458,0.6127564659,0.2904618989,1.232037504,0.1495462124,-0.1592094575,0.9041461534,-0.1457960904,0.02249476947
125,12.94042076,13.74111225,0.1614225633,0.372766129,0.3486732278,0.4658607945,1.100965738,-0.7073668449,0.01025399687,0.5592982396,-0.422108465,-0.7590385918
127,12.88609171,13.94030331,0.0109764645,0.7779329453,0.4638527408,0.06163820064,1.148233415,-0.8249244298,-0.5825734745,-0.3074687677,0.04184620915,0.8870583477
129,12.86011677,14.27441734,0.1800644703,0.8202240548,0.08819889087,0.2145571365,0.9587716761,-0.8638191114,-0.5221443524,0.3282551533,-0.5735822281,0.4530236066
130,13.18925045,15.01918838,2.617292598,1.177061965,0.5671044066,0.3596702465,1.25843751,-0.6029037025,-0.1667957111,0.5173729502,-0.6302141377,0.1981999577
