hod,LOGM_CUT,LOGM1,SIGMA,ALPHA,KAPPA,ALPHA_C,ALPHA_S,S,ACENT,ASAT,BCENT,BSAT
1,13.04974203,14.13462281,0.01144212557,0.4677916861,0.1077007019,0.571197691,0.6784153585,-0.5293456506,-0.4663658316,0.09150267679,0.1323835791,-0.8496145725
2,13.43692385,13.71501845,4.192155854,0.3013124863,0.1296585328,0.1426139854,1.254088451,0.3685702594,0.6500532942,0.3690515488,-0.1502758594,-0.9395223734
3,13.14348996,14.30766099,0.571410332,1.464423947,0.3519629728,0.4856256493,1.207283636,0.4431437831,-0.7642235958,0.9663774051,-0.0800019425,-0.2065955262
4,12.80115752,14.83494721,1.630962193,1.167571703,0.1618743809,0.504884746,1.105333679,-0.107952836,-0.1342241148,-0.8029092476,0.1771785152,0.3909268267
5,12.9694383,13.7946401,0.00418033659,0.5619718293,0.06408812738,0.4601870301,1.27438685,0.7887171259,0.5802067711,0.6304312426,-0.03959003203,0.8371205112
8,12.65256841,13.87694384,0.004578748632,1.438904837,0.8045350873,0.5934258477,0.6586739332,0.5824955207,0.7727587629,0.2902390852,-0.3384008111,-0.0314834693
9,13.46589573,14.43535441,1.389754837,0.6012754103,0.5993393133,0.5551343659,1.379647479,-0.878375807,0.8892165754,0.9396679196,-0.1227601097,-0.4172209944
13,12.59049953,13.60964807,0.2718628193,0.6341395634,0.308280104,0.4351223444,0.7677871722,-0.4672603554,0.1925606676,-0.9063995324,-0.2316088727,-0.1556006398
14,12.90436472,14.44588436,1.137852258,1.130114643,0.9426282545,0.1321675372,1.359290968,-0.9652714265,0.2378155005,0.5032284399,0.03920476743,0.7194395994
16,12.89083186,13.96364718,0.004374461616,1.101065245,0.6719548112,0.5994954914,1.135975904,0.7289098788,0.822792674,0.7807993848,-0.2965678784,0.708427117
20,13.01880475,13.91185405,0.1665722845,0.5699314045,0.03566600375,0.03343765958,0.7888722944,-0.390568815,0.3511473387,0.7183167851,-0.6099422208,-0.5635308031
26,13.01770986,14.79988215,0.0740799895,0.5065075323,0.1864472324,0.01475285447,1.434482605,-0.1538022116,0.7207644368,-0.3939749153,-0.3688385772,-0.772291285
27,12.56177231,14.97530637,0.004528876668,1.025967396,0.4635706504,0.1332122,0.7226309145,-0.09259519318,-0.1899579495,-0.8482366116,-0.4028911067,-0.298452531
29,12.92323594,14.83577213,0.008570479116,1.400637851,0.1173564652,0.2372931813,1.405606453,-0.1030696194,0.8682917115,-0.7380394992,-0.4511280959,0.296040349
30,12.84912433,13.67258692,0.001069574672,1.080093065,0.5027869442,0.2387813151,0.7079249016,0.4347286303,-0.03538468362,0.1713896474,-0.5868970638,0.426093258
31,12.62033316,14.35345081,0.03051698513,0.5205824592,0.2141856553,0.3376739219,0.9238529261,-0.05061866213,0.1666730096,-0.5270044002,0.0806449011,-0.1408828482
32,12.74380926,13.65314464,0.007320255421,0.7050475212,0.3434872852,0.6077242129,0.7741052621,0.7098177391,-0.2259197409,0.8988432977,0.06325606739,0.6682656791
33,12.5984585,13.86262013,0.005206060219,0.9116475655,0.5851178851,0.5368186927,1.294709064,0.6385812492,0.5575715488,0.9753151493,-0.03862299339,0.5643215259
34,12.63346952,14.07976774,0.09471105031,1.053801985,0.1456919801,0.2275877044,0.8744392886,-0.113664516,-0.6562728614,0.7621588475,-0.1996043294,0.9600449124
35,12.50377848,14.15783454,0.02599407907,0.34367822,0.6790516192,0.03595677883,1.218799681,0.929755562,0.5868252358,0.3271452818,0.08106261864,0.6309207615
36,12.95253911,13.71133395,0.02272989109,0.6452742579,0.6374065659,0.4391183318,0.7953736649,0.3014164512,-0.9414372345,-0.9606801522,-0.2356453368,0.2120328795
38,12.79935306,14.77470668,0.001958925132,0.5467763506,0.01794248196,0.008229537229,1.3849962,-0.2216599511,-0.486714688,0.9057031831,0.07605673828,-0.07920588796
39,12.72555086,14.29467506,0.008467408317,1.163814796,0.6061057865,0.428548666,0.9043815741,0.2983015111,0.3864896999,0.7469578558,-0.2618752596,-0.1857312556
41,13.2556805,14.70429011,5.695123088,0.7304344588,0.03985813124,0.2409221512,0.9091011193,-0.1673979124,0.8704869866,0.8894313996,-0.2224965172,-0.8503123763
44,12.85293435,13.63588617,1.170004602,1.295501287,0.7230832241,0.1069899679,1.271171015,-0.4389675846,-0.2479044838,0.9250211803,0.06779367564,0.5413906812
45,12.95915675,14.16331364,0.1388024418,1.390453787,0.8572695558,0.1861479578,1.401915015,0.8491711908,-0.164744004,-0.9429708275,-0.4921562271,-0.6254188743
46,12.86416761,14.19544058,0.00234582206,1.075702632,0.5050133957,0.5591491781,0.804838309,-0.9573895433,0.4573904034,0.1037185124,0.1468058231,0.6268729777
50,12.8162113,14.93647591,2.224231075,1.073499968,0.2983244074,0.3522339235,1.270202117,0.9833221677,0.2073580721,-0.4225126793,-0.3287722513,0.7886151862
51,12.96167292,14.49100478,0.001292878363,0.7063012656,0.05212265952,0.1565187663,1.37629698,-0.887825428,-0.06504731846,-0.6396146279,-0.1146801471,-0.7697531705
52,12.9463366,13.78200912,0.4245949911,0.4754500114,0.06816804935,0.2117604633,0.7907967864,0.6326656773,-0.9868406397,-0.07862814741,-0.2008164914,0.331417388
53,12.99201932,14.00099938,5.137512997,0.5712412496,0.358683952,0.4749331771,1.370702646,-0.7944672294,-0.7914752172,0.5245999223,-0.5502533962,-0.9455377953
57,12.51537069,14.06157206,4.755935953,0.31912885,0.5492658291,0.006385896967,0.8340415566,-0.5401404179,0.2638254815,0.6222864708,-0.433421814,0.13003166
58,12.8272476,14.83623111,0.340499293,1.401128379,0.4489361445,0.3052509989,1.409761418,-0.531187471,0.2500342283,0.1836843578,-0.1391120908,0.1500903452
62,12.77045523,14.00494243,0.02865836464,1.083204458,0.517289457,0.2380297408,1.091061286,-0.4529649055,-0.005834161888,-0.2304393943,-0.2245702629,-0.519681594
63,12.58224149,14.39835737,0.001780388222,0.6574205739,0.9730858088,0.4757129199,0.8871264987,0.3851038625,0.3074992205,-0.08720660622,-0.3228845132,-0.3641211034
64,13.15516527,14.97669694,1.939086606,1.016075927,0.9196594471,0.528670256,1.384737296,0.9769301537,-0.09926000597,0.5099622011,-0.4471996661,0.08473312898
