hod,LOGM_CUT,LOGM1,SIGMA,ALPHA,KAPPA,ALPHA_C,ALPHA_S,S,ACENT,ASAT,BCENT,BSAT
0,12.50171212,14.80595253,8.970007678,1.265521092,0.6561170411,0.03250369242,1.077810649,0.8009061691,0.4140282631,-0.656154373,-0.5995509046,-0.4723210926
1,13.31113444,14.3412525,4.245963844,0.448088186,0.7765983568,0.2745936174,1.175831831,-0.4452318756,0.8954079316,-0.7364328535,-0.5237725895,-0.7113801555
3,13.49962615,14.30681364,1.185639518,0.5518878246,0.7478759957,0.4613314458,1.398317145,-0.4173693202,0.5108440544,-0.536695613,-0.5294928326,0.2514794477
5,12.9515194,14.21787888,0.08503023897,0.3282544287,0.4299723041,0.02414022253,0.7072717978,-0.2625694721,0.7332327471,0.302329428,-0.4318763422,0.2845748941
9,13.39666178,15.09281803,2.626854647,1.44221143,0.6444319835,0.5555715177,1.457304015,0.005403475601,-0.3980387736,0.357133169,-0.08722037055,-0.7641737932
10,13.27087188,13.82147336,5.379811967,1.336813597,0.09121820899,0.5250159291,1.382449287,0.6860911862,-0.542469859,0.2960351341,0.1481020448,-0.7091990918
11,12.84011879,14.64928168,0.1021218684,0.3101202874,0.07140367671,0.1603547622,0.8508761992,0.8783045657,-0.7616735033,-0.6125002667,-0.4363254129,-0.9037080712
12,12.87031683,14.32709378,0.7252269239,1.198952486,0.04774591568,0.1078556936,0.8180449575,-0.7753308101,0.1575819441,0.5358723466,-0.02187193531,0.5955974855
15,12.70542144,14.70745831,0.003350626815,1.053056973,0.8773812923,0.3184171973,1.098294199,0.7923850524,-0.3505509814,-0.6411876198,-0.5648214346,-0.7434519737
16,12.54451186,15.01854989,0.1958712609,0.9279421342,0.560963667,0.4942839792,1.152409671,-0.07287005079,0.7701414593,0.4999809045,-0.114990688,-0.642477697
18,12.81004082,13.74150091,0.07024217869,1.115753296,0.942648268,0.4642359664,1.367019146,-0.8482695266,0.2973343747,0.3560090835,-0.2161773549,-0.8134673343
19,13.18726581,13.94203999,1.81311428,1.213891821,0.1467903332,0.1763703563,1.084686739,-0.3989655083,-0.1563378004,-0.5932830856,-0.4560148238,0.8051862862
20,13.1082122,14.26885089,0.9252673539,0.6850356474,0.1540009752,0.2918107837,1.382258117,0.1568612203,0.5269412246,-0.9033466116,-0.2493357961,0.2803991741
21,12.72296916,13.6842867,0.006213673845,1.338076349,0.7692941008,0.1741718894,0.8280609244,0.7883423422,-0.9073805326,-0.04443413348,-0.06884321746,0.7642561529
23,12.8617298,14.99117492,0.01054437389,1.348451088,0.9277395415,0.3636461086,0.8969770675,-0.6322754471,-0.6546041997,0.276837248,-0.2762613592,-0.2807738588
24,13.26212303,13.73243208,2.241120755,1.221394763,0.08496334621,0.5818452363,0.7189452968,0.0349505703,-0.1992215265,0.8450141553,0.1236067327,-0.09508772251
