hod,LOGM_CUT,LOGM1,SIGMA,ALPHA,KAPPA,ALPHA_C,ALPHA_S,S,ACENT,ASAT,BCENT,BSAT
0,13.14151443,14.55208658,0.9798467678,0.6545440775,0.7573597706,0.4631284603,1.423170716,0.9681819162,-0.6574665552,0.4931636409,0.09591259432,0.262058182
1,12.78073495,14.28693606,7.490925035,0.5520680244,0.4790598031,0.1611926625,1.311503362,-0.6734148685,-0.5702689737,0.64800135,-0.3492571317,0.6521306442
2,12.91802484,14.94069273,0.4149923549,1.099845261,0.322886635,0.01971395163,1.039619958,-0.8285509124,0.2567491799,-0.04597391388,-0.4362450666,0.06255966667
3,12.85249052,14.14352673,3.819412182,0.4712416269,0.5709283564,0.3608156093,1.276797804,0.1132994449,-0.00420598646,0.4490785004,0.1434426911,0.9464229378
4,13.21137236,14.11156531,0.9136361302,0.797802696,0.8823284692,0.4347072072,1.106331715,0.1205960449,-0.929105289,0.364489704,0.01899648554,-0.04235341429
5,12.87075029,14.56737183,0.05702172018,1.1867878,0.7022954331,0.2953076875,0.8402036667,-0.1344286769,-0.698426727,0.2694967755,-0.6006343293,0.1310792694
6,12.96333598,14.45833984,0.002088830643,0.8875875233,0.1464250366,0.1970910906,1.203462631,-0.09407575459,-0.4840472402,-0.1451572835,-0.5492288516,0.6970782974
9,12.56262825,14.76251839,0.7034356171,0.4732994066,0.7247868477,0.09648688696,1.341172743,-0.9251654692,-0.9264310322,0.8193254967,0.03854451854,-0.8323833689
10,12.92295469,14.77444506,2.671102609,0.7608088273,0.3794197406,0.5407798647,0.9094741283,-0.8348291892,0.08639602737,-0.8814040287,0.05405694276,0.4921364584
11,12.53808282,14.0348855,0.003253686682,0.8910883621,0.6301848185,0.5859720084,0.6902538343,0.002210362147,0.6603242301,-0.8605793974,-0.4018842406,-0.6575962668
15,12.54967548,14.37994922,0.001751292926,1.003811253,0.7843477638,0.6034203093,1.10392365,-0.7541063236,-0.7035462439,-0.6718185154,0.08942008831,-0.4365384759
19,13.50675494,14.20539184,5.557064136,0.6620106464,0.5975620657,0.4957383327,1.32994573,0.09556097256,0.8827665696,0.09952892888,-0.5058906461,0.3432084718
21,13.1787958,13.765728,0.565211341,0.4181452634,0.458031511,0.5747102035,0.6691258402,-0.2913381058,0.3821437799,0.9782975662,-0.4936442478,0.1004908197
22,12.83018817,14.86884713,0.3625797899,1.232533697,0.5843849777,0.5688718971,1.145968881,0.4410069683,-0.3404900269,0.002932461361,-0.6059329689,0.5425113571
24,12.89154161,14.85816208,2.900669142,0.6695940287,0.8272766687,0.4067241981,1.467523637,-0.8616632419,0.09468416491,-0.2266347307,0.009883516652,-0.8540646422
26,12.54692243,15.05404898,0.3520880479,1.049185386,0.8578738363,0.2200569799,1.314853979,0.4616940671,0.03117188073,-0.5046304476,0.0956820123,0.1108903693
