hod,LOGM_CUT,LOGM1,SIGMA,ALPHA,KAPPA,ALPHA_C,ALPHA_S,S,ACENT,ASAT,BCENT,BSAT
1,13.58748652,14.85587723,3.406756595,1.359239689,0.8923261637,0.3770341029,0.8129478349,0.2864692694,-0.3733733973,0.4847745235,0.006830262771,-0.9066187139
6,13.33310955,13.81269391,1.271080633,1.150879504,0.7631659249,0.4901321361,0.9275503809,-0.06179595244,0.1570170104,0.2353305562,0.06732291097,-0.5072772784
7,12.54024977,14.01324703,0.1084162667,1.060537292,0.9135613263,0.3200201688,0.6504082782,0.3988504973,-0.4307823483,-0.07969378655,-0.1926909693,-0.03198682983
9,13.07694957,13.78629417,8.417709132,0.8444522289,0.7226022562,0.1113825406,0.7516760981,-0.003753332684,0.8023785534,-0.8300585805,0.08291196502,0.08177659763
10,12.75336369,14.83175923,0.003693009724,1.38873996,0.7705102254,0.603866922,1.467458015,-0.9076907727,0.0233766293,-0.1066708951,0.01972338345,0.6466285245
11,13.0793179,14.03613025,0.8076564353,1.479180846,0.444018707,0.2542050127,1.018956511,-0.1675908702,0.8449392977,-0.05725847693,0.1302330002,-0.3865470203
12,13.12422941,14.16194148,0.3545419154,1.145180069,0.8823065673,0.4249616628,0.9120384163,-0.4735475202,-0.9508447794,-0.126882206,-0.4758431952,0.2304168109
13,13.0919681,14.926443,1.893023003,0.5684005783,0.9680923441,0.4874848269,1.114128355,-0.821187426,0.007033373485,0.4143029709,-0.4772533568,-0.1379581009
14,12.58676771,13.98693453,0.02697277269,0.3750214587,0.8386226502,0.4389598149,1.138910262,-0.4842513594,0.3799092428,0.4964036467,-0.05338348952,-0.370372313
15,12.54403983,14.15675692,0.002074798053,1.232922325,0.2010852393,0.4918922122,1.302291128,-0.9529698374,0.3640081941,-0.9416686489,-0.4089520613,0.004072653597
16,12.90090169,14.14935287,0.001239476267,1.345492387,0.9841022686,0.1625956303,1.205734691,-0.8093119569,0.2608988777,-0.7075047199,-0.5030515898,-0.3976810141
17,13.63254882,13.82354211,4.46889617,0.4071846156,0.3396159792,0.1089178375,0.6440732858,-0.7240562857,-0.6377754471,0.8000196552,0.1906746728,0.3622341113
18,13.43768578,13.80331098,1.201858893,1.024471684,0.6239512071,0.4577777594,0.8826260981,-0.9799545423,-0.6275874951,-0.1177563816,-0.6350078314,-0.3705276276
21,12.74492327,15.0864015,0.2276927196,1.095389981,0.3254078826,0.3244203604,0.8330194235,0.4711999935,0.3742680949,-0.6928875158,-0.2451516331,-0.1300400184
22,12.87788136,13.60984238,8.381799613,0.4259238508,0.7176716958,0.298159504,1.16425366,-0.4511399479,-0.8323705176,-0.1636259735,-0.4382053849,0.09481458111
23,12.86882239,13.71028684,0.003744733746,0.3356098111,0.6882894539,0.4747571272,1.313507746,0.2823746845,-0.6013044643,-0.008019364528,-0.6342560472,0.4131174029
25,13.55522905,14.70696983,0.9777808115,0.8299928216,0.8515614792,0.2402087798,0.6806415394,0.8719518916,0.03862839648,0.5460141068,-0.5573730164,0.8467079966
27,12.9651226,13.81332868,2.929435609,0.8693991825,0.1086913462,0.2826421059,0.9599341201,-0.8878340176,-0.7183236716,0.9950065455,0.1600897563,-0.05832561625
30,13.11098715,14.09146865,7.020679882,1.436080921,0.483950169,0.1160303261,0.6929971079,0.6533252463,0.07585580393,0.1899507993,-0.4066787549,-0.1722803057
31,12.68985737,14.72544036,0.07681968736,1.475741927,0.507414788,0.1692117944,0.8619098481,0.3000382566,-0.9187849711,0.219244566,-0.5284349039,0.6502253499
33,13.51323006,14.67343606,8.402570733,0.4390933664,0.9476151707,0.5861975694,0.8385870045,-0.6128810565,-0.2030074138,0.1794800762,-0.1094943307,0.04920320887
35,12.89946544,15.04535638,1.416834697,1.32847047,0.8890241885,0.3755646777,1.299779783,-0.3841477777,-0.3010705994,0.9972916724,-0.2716439835,0.7498064922
36,13.56474401,14.8763427,3.926226292,0.6157376373,0.5941025607,0.3277784485,0.8756909345,-0.8488308976,-0.6308839442,0.09692110783,-0.6195079275,0.8995419426
37,12.81341125,13.64133523,0.001540736424,0.5707012277,0.4093553905,0.2560209249,1.228829649,-0.8414665463,-0.3988329284,0.9321495399,-0.4116950792,-0.3044651157
38,13.08372692,14.05618017,4.54002273,0.7718808938,0.9896794858,0.09977685934,1.444729574,-0.3691477067,-0.8830101494,-0.7437131205,-0.2079131199,0.320794034
39,13.211356,14.84861695,1.92995109,0.7285884751,0.5857821299,0.07969543399,1.261174118,-0.2701010057,-0.2405970999,0.0337128084,0.1084751935,-0.2648157106
41,12.6027361,14.17133145,1.925663126,1.051652313,0.2022114236,0.5368866064,1.100815021,-0.1258064913,-0.5534055137,-0.3987045971,-0.3860816665,0.1933551234
42,12.78364165,14.81419029,7.615462359,0.3944290701,0.04464126848,0.3289313015,0.8602639176,-0.9778100398,-0.6917399483,0.8315757928,0.1635594927,0.2211780501
43,12.80430533,14.899452,4.021788567,1.355463558,0.7298099468,0.2168702365,1.339175655,-0.4213885724,-0.1660294814,-0.7428434282,-0.08636947966,-0.1600758343
44,13.61760501,14.30771979,7.166569067,1.449128723,0.2683618989,0.2554520415,1.489215392,-0.04016882251,0.9250062035,0.6113717787,-0.2848799963,-0.7833131354
45,13.17203729,13.7887729,5.766476162,0.3344795751,0.9729299894,0.1685062028,0.757457731,-0.9615239089,-0.9267190146,-0.5973087478,-0.3041325562,0.1430071349
47,12.59755053,14.74052424,0.9715170461,1.032999486,0.7832876962,0.1786657819,1.354083123,-0.6948739402,0.1852929585,0.3634006015,-0.3565984256,0.1647900027
49,12.56109796,13.73652412,0.1003130982,1.356475042,0.0951161465,0.009480414901,1.443502736,-0.5507970708,-0.8649647176,0.0391967104,-0.3755726835,-0.696840004
50,12.60978578,13.80393002,3.863453074,0.8799081969,0.3389155606,0.2286913187,0.7512994971,0.4161323584,-0.6614389632,0.2088387946,-0.637511136,-0.03939223758
52,13.69767082,14.79284651,3.54152334,1.273886596,0.2478811978,0.2835926071,1.231253836,-0.426267759,0.4164386139,0.5184119,-0.1020871931,0.004084867746
53,12.63165406,14.85508804,0.03967330421,0.814177942,0.1940223673,0.5484988672,0.6118086044,-0.784786484,0.623910757,-0.7590012558,-0.4260662868,0.2860497751
55,12.77102763,14.47574723,0.1934533604,1.471813735,0.9145557641,0.4134470891,0.6723382192,0.2072062275,-0.6722625719,0.1742541969,0.1578111629,0.4088687719
57,12.77962195,14.58932929,0.1932080873,0.5621663558,0.03913845899,0.02106597576,1.42992725,-0.7472709797,0.3263427436,0.1766236267,-0.2658544865,-0.2809229997
58,12.8894329,14.0082229,8.816970075,0.4267189372,0.2338291102,0.4910915431,0.6626719142,-0.7160202082,0.8600208542,0.02113514084,-0.3170859532,0.7261511737
62,13.26523361,14.02017525,2.52589131,1.376408171,0.3414428106,0.1071214713,0.5907929602,0.7951047551,-0.6855832624,-0.4847073776,-0.6542978735,-0.8396219102
64,12.7038431,14.55719828,0.1792967258,1.099883567,0.62662685,0.5929495906,0.8141324414,0.8124411652,-0.2882882047,-0.9682429242,0.04379185067,0.1134119566
66,12.83582723,13.9401884,1.208188875,0.4692170158,0.7032190833,0.5310368102,1.459097431,0.1121702665,0.5030370808,0.2289322093,0.02113517921,0.1150035103
