hod,LOGM_CUT,LOGM1,SIGMA,ALPHA,KAPPA,ALPHA_C,ALPHA_S,S,ACENT,ASAT,BCENT,BSAT
2,12.95344411,14.82951896,1.444436688,0.9002763524,0.1130023773,0.570299215,0.9428463038,0.06735716243,0.4229872037,-0.3565173173,-0.173586697,0.46217056
5,12.99784682,14.59060591,0.9046789502,0.996641273,0.1031342845,0.09044944795,0.7402700085,-0.8743063868,0.7991388076,-0.3752215501,-0.3610007266,0.7441283456
6,13.04748861,13.76510565,0.13947354,0.4974397884,0.5374474802,0.3532464624,0.891633986,0.7294498926,-0.8787410107,-0.783449329,-0.4817694735,0.4466486917
7,12.70807558,14.61568537,0.4956225884,0.8685861929,0.4815481357,0.5652693861,1.237431097,-0.2535302345,0.2992005404,-0.7125715145,-0.486276329,-0.7486513399
8,12.60848404,14.43473122,0.1479533605,0.8913051575,0.3164575379,0.5666506523,0.8754515062,0.5769662869,0.7832096696,-0.2831706114,-0.4874720459,0.7644478138
9,12.60195756,14.14075182,0.00202921679,1.455868728,0.8269176659,0.2867448102,1.089379385,0.8393369112,0.4720025609,0.2704885276,-0.2452101829,0.2260974004
10,13.00716546,14.33855654,1.297171742,1.351085085,0.3754286295,0.5850203913,1.159588122,0.3788658006,0.3782729343,0.8877735032,0.1666248274,-0.2161270016
11,13.39816633,14.81892489,2.275125316,0.4531202426,0.8161236818,0.3515271371,0.5919780453,0.09736167159,-0.4859901126,-0.2624856891,-0.08260342718,0.7855892148
12,13.13752532,14.16464525,5.117101422,0.6373910913,0.1741498518,0.1278793268,0.9718773199,0.6774963594,0.7110657152,-0.4187565591,-0.2501774572,-0.8658100654
13,12.71383469,13.6690982,0.004137714135,0.6897703785,0.2895696345,0.3851138783,1.341726842,0.09403092303,0.3878663428,0.9949342808,-0.2654609903,0.6876172222
14,12.58775466,14.81725869,0.03992696732,0.5799042946,0.598263388,0.2362941392,1.082155306,-0.555164693,-0.07976603838,-0.1169288418,-0.01968178579,0.03848391799
15,12.72480573,14.47788976,0.006291345448,1.459875804,0.7540882081,0.06777903128,1.139220878,-0.5705908506,-0.6510614396,-0.5915069844,-0.0192315071,-0.154376775
17,13.38789491,14.93147854,1.424910136,1.029913674,0.7103566195,0.2456692013,1.407238633,0.9967242029,0.329111466,-0.3726221646,0.1635125297,0.2999703436
19,13.5377078,14.86748514,3.652043232,0.93563377,0.2811622351,0.07340855782,1.204217934,0.31740197,0.3102421518,0.8093919008,-0.5120213368,0.4134806234
21,12.50633979,13.86488945,0.001712081383,1.160824263,0.2077624365,0.1208279873,1.07002334,-0.7536549733,0.1286180562,-0.9247929764,-0.4847700882,0.6098907977
22,12.52424735,14.22025744,6.310819445,0.5615938571,0.854167411,0.234631668,1.132997552,0.8286186166,-0.1510821798,0.09198809383,-0.6062973525,-0.7541068841
23,12.52796327,14.83679235,0.04380196973,1.072802673,0.6365368975,0.3553518535,0.9385769812,-0.3183238224,-0.6010214484,-0.295624329,0.1925792781,-0.09385780845
24,13.34685859,13.60461525,1.450348378,1.327612377,0.8865672306,0.4802364018,1.466118381,0.4638006656,-0.6691687305,0.2406225418,-0.4451868461,-0.7309262304
