hod,LOGM_CUT,LOGM1,SIGMA,ALPHA,KAPPA,ALPHA_C,ALPHA_S,S,ACENT,ASAT,BCENT,BSAT
0,12.70987118,14.99422437,0.001593781855,1.002196412,0.9548114113,0.4642696571,1.276208794,-0.01825779578,0.924105955,0.2926188937,-0.04949248945,-0.2201905051
2,12.54542653,13.65303245,0.666242808,1.408786829,0.1079708578,0.05736359046,0.8805476059,-0.8030422877,-0.2771023077,-0.5101023276,-0.4559312146,-0.2588823888
3,13.57224498,13.68646879,6.358866671,1.404550734,0.4166611731,0.245452227,1.21880594,-0.5099903641,-0.5727827771,0.01142605235,-0.2214626931,-0.2824710208
6,12.57791133,14.46024025,0.6767168519,1.286188949,0.6401382997,0.1979284547,1.339068075,-0.1306893892,-0.9775100476,0.01581975203,-0.4998220342,-0.9585291195
9,12.69007965,14.66612071,0.1167724545,1.449687061,0.2242179594,0.04428483655,1.292268364,-0.6211063379,-0.783915027,-0.2145746231,-0.158388102,0.4744301156
12,12.62160159,14.19217889,0.3794220888,0.5743826615,0.793047352,0.5751564431,1.075741273,-0.3654100427,-0.4381357897,0.6529473352,-0.4450281915,-0.9264268256
14,13.44850947,15.03220015,1.257890952,1.341161949,0.3138413272,0.02069391169,0.6130354353,-0.09790480138,-0.08728633374,0.04872280349,-0.2478674969,0.2575054453
18,12.72339875,13.8484542,0.002162041359,1.395450961,0.579418018,0.3597218106,1.160686861,0.06790797585,0.8096343176,0.6460294152,0.07871316871,-0.4557747963
19,13.4494998,14.6636014,2.061254335,1.204095418,0.8734360347,0.4585675626,1.484876804,0.2973816401,0.9028295265,-0.7089407387,0.02266950456,-0.921294609
22,13.25005936,14.78430883,0.9001391836,1.439018645,0.2416748025,0.03366032801,0.7492214757,0.06056357461,-0.01345691372,0.9419952808,0.1208482102,0.618696993
23,12.61610592,13.98181034,0.002223280545,0.4521233821,0.4418144626,0.6065905488,0.742033464,-0.08483671169,0.3046248079,-0.855557879,0.0811929156,0.7492095759
24,12.77832463,13.60412139,0.009368747036,1.002120225,0.8911787858,0.5881327084,1.413268595,-0.1742488681,0.373005158,0.08126317099,-0.6538968727,-0.014030997
26,12.84351314,15.08382416,0.009418842282,0.8529413087,0.3802962412,0.5479067131,1.324759141,0.08404361786,-0.4632899534,-0.9593709469,-0.1248391645,-0.9405011597
28,12.95009513,14.82236299,0.01039541606,0.3512817612,0.7016138219,0.3255651067,1.230231496,-0.3244369304,0.4905569881,-0.4647674214,-0.3346204124,-0.8179368683
29,12.93687546,13.88399799,0.00190859174,0.7808613085,0.2202505482,0.4980831076,1.019412451,0.8527945858,-0.3875201915,0.4898293758,-0.4605632469,-0.537908315
30,13.32056497,14.15980549,3.475882986,0.6132269781,0.074810957,0.4864722317,1.260690474,0.30504918,0.6694106396,-0.5815104629,0.1055161302,0.2127353495
32,13.52413356,14.23118,7.467761535,1.080505118,0.6780855604,0.3931375565,0.7709640646,-0.3506198077,-0.7270309693,0.9547665683,-0.5675617497,0.2239578995
33,12.67902287,14.21087745,4.520543882,0.867380086,0.799135128,0.001696960842,1.026836911,-0.3680502718,-0.8573391568,-0.4816421671,0.1758285389,0.140144156
34,12.55656154,14.61923132,0.7943802611,1.159513419,0.1479404468,0.1802455467,1.291704314,-0.201552869,0.3533422548,0.841808457,-0.3241378399,0.8262197284
36,13.42467038,14.0630582,6.927794913,0.8999853155,0.3712483829,0.2805753219,0.9933776742,-0.3225502694,-0.1585069276,0.08177025801,-0.5769325209,0.4490588892
