hod,LOGM_CUT,LOGM1,SIGMA,ALPHA,KAPPA,ALPHA_C,ALPHA_S,S,ACENT,ASAT,BCENT,BSAT
1,12.50314755,13.69707636,1.782572029,0.6924288334,0.177247739,0.5870153312,0.883820467,-0.08558442693,-0.6073161551,0.5865851309,0.1254718305,0.3192590258
2,12.53396134,15.08997172,0.00546873899,1.28167838,0.8993777102,0.2874251922,0.7239706831,0.7065489929,0.5402123757,0.3627239544,0.005799762512,0.3820525745
3,12.72644488,14.89132071,0.07952900312,0.3150924546,0.3242357937,0.562667278,1.388261211,0.61397106,-0.7274154448,0.5898533431,-0.1605235543,0.3845079253
6,12.73404037,14.08990706,0.131495063,1.369673077,0.6265904536,0.1671303983,0.7839370317,0.09065761537,0.4356334693,-0.8151321321,0.004303268589,-0.2643721975
7,12.84850162,14.04624928,7.758884041,0.7599678424,0.8275918477,0.23540557,0.6897103617,-0.1246784471,0.2020199647,-0.8119022831,-0.04330549544,-0.9529592366
9,13.47072215,14.78068694,2.361521234,0.9354528783,0.3034115032,0.2521553619,0.7502761977,-0.02687185071,-0.1030280258,0.5215859198,-0.3729691465,-0.2811740265
11,12.86980298,14.03489711,0.005430161494,0.3034781239,0.6493630576,0.5873415741,0.6993470845,-0.8260201644,-0.5212243075,0.7592193242,-0.5759963456,0.8453909949
12,12.53524068,13.6208797,0.02208320989,1.24023642,0.2863241255,0.1850772962,0.8909661451,0.1554900823,-0.4750351339,-0.7048396237,0.04780703755,0.2334558688
13,12.91957171,14.1518084,0.02389913194,1.145212581,0.01161033501,0.223894124,0.7114800786,0.5242549582,-0.7915303608,0.09929570629,-0.344555479,-0.600631207
15,12.82903876,14.56770534,0.009052903395,0.5719170156,0.4726474718,0.5902699107,1.260685803,-0.4432377616,-0.608358004,0.344318104,-0.2703653881,0.8438078478
17,12.54564836,15.03563919,1.524945325,0.4518042371,0.4706914879,0.3408185922,1.375816948,-0.1608393205,-0.2299709386,-0.1729753229,-0.5304032689,0.1016345123
18,12.86251694,15.01216705,0.006305527164,0.6496747888,0.7937957393,0.172575636,1.168570138,-0.5958289596,-0.719376948,0.6401081298,-0.0131823598,-0.4233204258
19,13.02658103,14.65160805,1.946046537,0.8286481505,0.7899225249,0.1801563905,0.8830296309,0.7983128849,-0.2539635975,-0.0313132787,0.1962586185,0.4458615775
20,12.73705829,13.90022046,1.822573786,0.9829877518,0.3756471958,0.5559303697,1.454678567,0.2602891676,0.843848666,-0.355727915,-0.6108616977,-0.5560508532
21,12.53335973,14.95658346,6.06144815,1.291870303,0.802386971,0.1499263068,0.651359205,-0.7526295879,0.8170600555,-0.9642744687,-0.4028248422,-0.4574483328
22,12.88287365,14.07957059,8.461531712,1.429129263,0.3686464382,0.3652291681,0.849057868,0.2805578827,0.7801753375,0.1510468266,-0.5354501754,-0.4819332056
25,12.83401205,14.49613746,0.8440341237,0.9362418391,0.9688091796,0.5636074441,1.152537413,0.9330641185,-0.06205126787,-0.5121694308,-0.03056190279,-0.04379298614
26,12.92908303,14.30178276,2.663140396,0.6505331871,0.8710084955,0.08079604526,0.9048510606,0.9511152931,0.06483921871,0.03393198466,-0.1368777248,-0.3850260267
28,13.18781133,13.96893461,7.972018849,0.7991552497,0.5453023648,0.1631333049,1.417942178,0.2439704787,0.2144386171,-0.8165938548,-0.02449173985,-0.1469750873
29,13.07628566,14.49073562,5.539591927,1.019624,0.84432949,0.2486514793,1.213833176,-0.447163303,-0.08097914712,-0.9057996319,-0.5983851882,0.1718522507
31,12.67655945,14.255602,2.171350695,0.3062857412,0.4502508473,0.4998524793,1.161011454,-0.5900523498,-0.790216262,0.9169602105,-0.6407220877,-0.02592160008
32,12.66691368,14.52446479,0.07712524181,0.9696164723,0.256981685,0.0510740501,1.22474304,-0.3100153984,0.07274028601,0.8024175267,-0.6446275549,0.9687101973
33,12.56058536,13.70776549,0.05627232401,0.8960695171,0.7358777508,0.3025966066,1.292521698,-0.2685122893,0.2929427517,-0.3458537964,-0.359128304,-0.2947816028
35,12.5520724,13.63174368,0.01676073922,0.8978300958,0.03934935957,0.005364273984,1.349468575,-0.07072030013,0.4197802752,-0.4769568188,-0.3275232235,0.3106254387
36,13.54602458,13.63257317,1.16217494,1.43934267,0.9533513946,0.02864265952,1.447170735,-0.2317958107,-0.9836544312,-0.5212403892,-0.06149430962,0.5587133109
38,12.56004774,14.26162896,0.01445418636,1.008596585,0.0377433146,0.6065692761,1.097759542,-0.9062523521,-0.3085942414,0.8915481127,-0.1927459734,-0.8029767567
39,12.92984384,14.02198533,2.392856398,0.8401835481,0.9593379095,0.476788094,1.374147548,0.6480746745,-0.7341363245,-0.6550303853,-0.3408048909,0.1890146508
40,12.85865379,14.88695132,0.8822708972,0.3181940127,0.7110567172,0.2900863372,0.7133701765,0.7989699919,-0.02006882606,-0.3955083719,-0.02364405771,-0.3609506308
42,13.3321475,13.91044893,1.122329158,1.052775387,0.7464860857,0.09374467568,0.7417710633,0.2581900356,0.5156034837,-0.604157462,-0.4722178671,0.766632684
46,12.63128294,14.67174469,8.828397336,0.4661393615,0.3632369071,0.3292575023,1.05568486,-0.8150588343,0.5634089601,0.3554042826,-0.199408632,-0.7400990031
48,13.25523245,13.94261656,1.402324211,1.138615123,0.4554826723,0.1700302619,1.477973373,-0.3037552176,-0.815397041,-0.7644247731,-0.3329042329,-0.2929341594
50,12.87917609,14.05622557,0.1327031295,1.331970902,0.6954734765,0.157103097,1.367206858,-0.1598168563,0.2898238266,0.3864175854,0.02908463895,-0.6864473269
51,12.6144751,15.03096547,0.08034222444,0.4278305761,0.8630528773,0.5201498068,1.100977549,-0.2923523492,0.4113796102,0.04210709635,-0.539074223,0.1428661407
52,12.72740714,14.44344187,3.487226893,1.089652388,0.5753523327,0.4043604628,1.130613812,0.5470125482,0.01929817037,0.286712988,-0.5351354844,0.2040628588
53,13.44340204,14.91214774,8.556547688,0.9402065029,0.2909104097,0.4105087513,0.6289693303,-0.4511441544,0.07392843136,0.339986697,-0.3944971106,-0.8093251415
56,13.59866651,14.28324285,6.656891376,0.3988267987,0.8201330596,0.2109445984,1.444879961,0.2891491983,-0.09158089896,-0.2375157965,0.1309743143,0.1233365502
57,12.91654986,13.74376714,4.335817067,1.227495086,0.3910919128,0.03549207663,0.6434901181,-0.02728882249,0.8517301086,-0.3553219936,0.05187723646,0.9146747099
59,13.58210075,13.93158642,1.184148264,0.7230131664,0.207879148,0.3986582324,1.208820376,-0.945255245,-0.4150003324,-0.2962765699,0.01503000307,0.4687206815
61,12.62351739,13.67900556,5.896763491,1.375596005,0.6029340492,0.4777811062,0.664391063,-0.4130999683,-0.8050662901,0.7554061581,-0.3262602417,-0.8468162921
62,12.64489032,14.85173422,0.1422672553,0.700950255,0.5965726307,0.3982959727,0.8673890538,-0.4899607341,-0.2675878935,0.02830192539,-0.5831337338,-0.4245433726
64,12.56972688,14.08455895,0.01719094681,1.056092216,0.6382453677,0.5942483241,0.9342085982,0.5477981378,0.5156250559,0.0119904844,-0.03207809437,0.68217973
67,12.67373679,14.86515464,5.533472445,0.7083736468,0.8423038714,0.3270918504,0.867764296,-0.05668344293,0.577784673,0.09604512335,-0.585558059,-0.8472361836
