hod,LOGM_CUT,LOGM1,SIGMA,ALPHA,KAPPA,ALPHA_C,ALPHA_S,S,ACENT,ASAT,BCENT,BSAT
0,12.78538847,14.52142547,0.04758216202,0.4681840493,0.3042589738,0.4200961498,0.7785115712,0.1602910796,0.6315909214,-0.7692169168,-0.5809412957,0.3865507414
1,12.94293887,13.94384284,0.008703642883,1.020774589,0.3662086862,0.4017017316,1.456489298,-0.6808163073,-0.9540666319,0.3023001695,-0.5245106758,-0.9660312285
3,12.84418435,13.6353703,0.7386834608,1.394522461,0.9480600745,0.03230018978,0.5859764456,0.5255060273,0.7760161106,0.6548152342,-0.4727040635,0.3128636858
6,12.68335597,14.89350527,1.681652592,0.6654873596,0.4213111564,0.3922097777,1.191416457,-0.8364952129,0.9236966186,0.8297114617,-0.2583567931,-0.8295903179
7,13.59948103,14.66867884,6.515101912,0.9061340225,0.896904092,0.1361501072,1.095882707,0.810276464,-0.4937666757,-0.43861654,-0.1740451802,0.1357777384
8,12.79139494,14.55805142,3.100308245,1.408818715,0.372955945,0.2586745611,0.8849368984,0.5684116951,-0.3940301419,0.1474735936,-0.2497306276,-0.542291476
9,13.05659503,15.02516631,0.5236947106,1.420166838,0.5131390482,0.494633206,0.9378585473,0.9927678652,-0.2021017907,-0.4426763157,0.1165926794,0.7696930274
10,13.01531834,13.92858957,2.38355069,0.9251453441,0.3566516004,0.2669813665,0.9263662248,-0.8346817375,-0.9406414543,-0.4902755922,0.1321165638,0.6604681352
13,13.677259,13.61674723,1.111588107,0.6883903135,0.4592116611,0.2779847668,1.150198178,0.2468866548,0.07314111426,-0.876042332,-0.4100584021,0.4922597386
14,13.47652157,13.69561196,2.995246863,1.007838616,0.1458066851,0.4180736967,1.205920602,0.6245012957,0.2967585896,0.3665509546,-0.5017514416,0.362851222
17,13.21447624,14.01251848,0.7807252927,0.8521531011,0.7929517022,0.4267453856,1.315996871,-0.06427168253,0.4643533637,-0.7965298809,-0.2523409945,-0.4300591517
19,12.86193974,14.68791712,0.01141933984,1.328812975,0.5981639388,0.5676223667,1.38035299,-0.9487328002,0.0537283309,0.9213827361,-0.3247112272,-0.4876180567
20,12.56268347,13.63223278,3.743842234,1.459413523,0.261236279,0.09867430237,1.073673913,-0.7199216405,0.1728377167,-0.6802919831,-0.1728835483,0.2854848529
21,12.94027372,14.4833954,0.09894721763,0.660106201,0.4094422401,0.3916129334,0.5883040791,0.9891753401,-0.9597431187,-0.9672779101,-0.6673104034,0.7137377234
24,13.67922851,13.81990195,5.381492345,0.8619455671,0.4155898138,0.06636398119,1.07084982,-0.3577669009,0.4687032142,-0.01586000112,0.04286657666,-0.3339805788
25,12.55958742,14.29392848,2.312245753,0.713098086,0.5016030762,0.06533614615,1.159495817,-0.770155461,0.2505966092,0.417090134,0.01585674645,-0.04627668544
26,13.49138861,13.84366306,1.096887028,1.431564553,0.6598692043,0.5493997596,1.264638136,0.7918391761,-0.6433889114,-0.8605127806,-0.04187050969,0.9062884048
27,12.84822884,13.73059347,0.1077879484,0.760061139,0.8965467677,0.2617115093,0.8086820498,-0.1236534326,-0.3636547911,0.1689017523,-0.0254904746,0.06913879639
29,12.61586033,13.60529822,0.002537574001,1.045581703,0.9143963923,0.3291396132,1.473143019,0.3762410918,0.3509425677,-0.5176761247,0.09877003695,0.395055276
31,13.37305153,14.77403448,3.753205464,0.6896490347,0.03011995337,0.2279293674,1.259811627,-0.05576865184,-0.9515438274,0.07250155859,-0.5329142354,0.826044977
32,12.9130178,14.14874988,0.7892875891,1.016929965,0.4873517739,0.03023345243,0.6698883999,-0.411301094,0.7705041905,0.337743684,-0.2763827481,-0.1567613188
33,13.59813946,14.28973594,1.515294471,0.3762240764,0.2364342409,0.08541798848,1.055359563,0.5491074557,-0.5456976172,0.0580141069,-0.1834254822,0.890650319
35,12.70894878,13.8266503,7.28472307,1.419857597,0.6880786943,0.252344559,0.8719808663,0.07127613661,0.5439101015,-0.9366852693,-0.07244161988,-0.04686138677
36,12.54017472,14.42697012,1.058725404,1.115649179,0.8856734521,0.4242065261,1.080171123,-0.8329957259,-0.03400385738,-0.5984281746,0.1862746759,-0.5437263482
38,12.59090886,14.7610956,0.3666686247,0.962457167,0.4945956714,0.1495497359,0.7035271816,0.2294441402,-0.8492213797,-0.109823785,-0.1659358417,0.8985832351
39,12.88323197,14.51926867,0.00395257784,1.444459317,0.7338683474,0.3394060749,0.7123774358,0.4951968595,0.4096366699,0.2270470163,-0.6135069461,0.9050519365
41,12.54493731,14.7286102,0.002424466832,0.9682789874,0.9407100398,0.1922720876,1.452499605,0.4004504303,-0.6460882061,0.9365158092,-0.05653014108,-0.4192425224
42,12.89097548,14.65248619,0.03000877233,0.5499791733,0.6169568847,0.2423030642,1.381371856,0.8716717525,-0.263632216,0.5526098401,-0.09219138498,-0.3646668778
44,12.82943351,14.68896165,0.04503999338,1.115049005,0.6125153621,0.5983482433,0.8017228809,-0.6924003037,0.478289158,-0.3813573639,-0.3693690056,-0.6328191902
45,12.50364087,13.79982716,1.953845992,0.9933767595,0.685427229,0.3195710267,0.968200617,-0.3519719856,0.3475470909,-0.951084436,-0.02259088754,-0.2628596402
46,12.62010231,14.89655093,4.892247134,0.3970421793,0.02890372504,0.5940969429,0.7850896324,0.4960830365,-0.9866178246,0.7453652208,-0.3269447017,0.2987873392
48,13.42897603,14.69678374,8.406067919,0.8653834449,0.8591723534,0.4811389527,0.7993897891,-0.8764571431,0.3588325663,-0.4009964903,-0.4972527519,0.001520284835
50,12.54591158,14.03882086,1.163599237,1.189440576,0.06267981617,0.1487211024,1.36795595,-0.7557413724,0.7950060814,-0.9612627613,-0.4254093643,-0.1368833556
51,12.54527356,13.96259777,0.07894550973,1.460430606,0.1877188636,0.3956040669,0.6177029697,0.3892537513,-0.5901253752,-0.2522134095,-0.3504952935,0.4056167816
52,12.73107027,15.05838267,0.003173225136,0.7993916853,0.8932272092,0.4703170252,1.189220756,0.1675598764,-0.002667578226,0.9251846634,-0.1041369191,-0.7906284669
54,12.50664028,13.70344959,0.00619443797,0.3843381129,0.2170810503,0.2178735474,0.8561972189,-0.3624663062,-0.7183545891,0.3021431567,-0.3049538352,-0.3271669999
55,13.46439466,13.7083008,4.9246977,0.8685614952,0.3687844757,0.5509566199,0.7801008495,0.1666167604,0.5945741258,0.7199555009,-0.5771235878,0.3266074751
56,12.67443853,13.91725085,0.0894988038,0.8760769934,0.6819711744,0.5096180352,0.8442905398,-0.6659882009,-0.6213703958,0.4734487741,-0.3941010569,-0.7564880307
57,13.27871479,14.65928665,3.042093369,1.452607164,0.3262398454,0.163095815,0.8830963534,0.8852640467,-0.2340743513,-0.03995872459,0.08328798176,0.5428279284
58,13.66233328,14.63204677,3.125673434,1.175003835,0.8673719239,0.2720371263,1.215070371,0.115557061,-0.9671277625,-0.2676427789,-0.607119132,0.4569647975
59,12.66760394,14.76394482,0.03092874951,1.159786741,0.8338974999,0.5312492682,0.7940080934,-0.2644672984,0.5239328966,-0.312898755,-0.4800220513,-0.5093192684
61,12.7039113,13.71881193,0.001211210361,1.120119807,0.04393768028,0.3106527455,0.6981217247,0.5534725354,0.2332200801,-0.766939136,-0.3721035925,0.4398484481
62,12.89805259,14.10991736,0.08456233693,1.019706435,0.5434315081,0.1594620579,0.6561951354,0.921014052,-0.2243337846,-0.5646781857,-0.605393796,0.4746990386
66,12.83487867,14.62562779,0.002711528425,0.7900246426,0.513339169,0.3735543294,0.7088494632,0.9449977771,-0.04741168911,0.157724836,-0.6021346515,-0.270844661
67,12.68910832,14.59836515,0.001249328139,1.131454552,0.8539564347,0.4997934172,0.6591482417,-0.1814585702,0.4738202571,0.1890413431,-0.6481441238,-0.5757462159
68,12.72300352,14.99302742,0.0220983522,0.8779804299,0.136779109,0.3058921413,1.21419136,-0.8354934224,0.4745009414,0.7459298818,-0.5468649109,0.8823606335
69,13.00495715,13.72638263,0.01766321222,1.281845632,0.155955422,0.02457800394,0.7969333518,-0.7418037317,-0.5903459657,-0.8431834347,-0.2872377617,-0.7622227835
71,13.10273423,14.58567189,7.043977565,0.5170767407,0.7853876003,0.4985254943,0.5912993697,0.5211881277,-0.3191097692,0.3595893593,-0.03777858951,-0.6928512152
72,12.79167958,14.74597516,0.002399196747,0.9576588146,0.5145715974,0.04344882103,1.409184753,-0.2253247534,-0.1856669877,-0.2574872201,0.1802946319,0.4000283312
74,12.62761638,14.36112747,0.02359859365,0.7349345192,0.1237693879,0.4045699024,1.310977951,0.1471827987,-0.56064861,0.961081509,-0.4999648393,0.5383599164
78,12.54581645,14.68395251,1.018198733,1.222154054,0.259938371,0.3827202607,0.7840543002,-0.7620632083,0.8679358486,0.6725848309,-0.3703538956,0.3364238738
79,12.85865804,14.71771806,1.141148718,1.254383346,0.6300243248,0.2186214441,0.8848150388,0.6730921989,-0.6270883178,-0.5895080294,0.09091100866,0.7992442291
80,13.54709979,13.92607058,5.407134857,1.294426683,0.7513751912,0.3993874056,1.088821406,0.2297072067,0.5650350076,-0.7245994965,-0.3756690549,0.4476465463
84,13.2970757,14.87091962,1.350132997,1.397739229,0.8358368719,0.01679827747,1.071645234,-0.4497537831,-0.2005451325,0.3230316556,0.02636236323,0.7807135283
85,13.05276379,14.36313389,0.6309007097,1.318034976,0.6641187465,0.06912723298,1.321721991,-0.963849498,0.1755332718,-0.6817149926,-0.01531394859,-0.3831314911
86,12.59897338,14.94756094,1.035137755,1.394860917,0.6457179591,0.0766067976,1.310241825,-0.9491530822,-0.02812229018,-0.6956782704,0.1844959799,0.5840931457
87,12.93699403,14.1426718,3.925576726,0.6918652674,0.9201628706,0.1700034026,1.01340001,0.01313532459,-0.8208927143,0.1198298695,0.1940290886,-0.8973014733
88,13.29851583,14.76603512,0.6357575051,0.6855296155,0.4772357379,0.07977379203,1.013963151,0.003468751937,0.7002425735,0.4673434692,-0.1542368835,-0.1081356673
89,13.04870845,14.84820844,0.3242928676,0.5335273574,0.05598344857,0.08972042297,1.261522056,-0.08949229211,-0.01912639445,-0.1883073807,-0.6075447117,0.4058930542
90,12.54884659,14.91298344,0.01910977336,0.3884626339,0.3849358928,0.303759323,1.024231221,0.6942216648,0.5412861347,-0.9357291782,-0.003283585484,-0.8728678042
91,12.73688826,13.73639029,1.64669368,0.5199280376,0.2773479419,0.5988498822,1.479569381,-0.7394023031,-0.2609453964,-0.93596385,-0.625324335,-0.08959761551
92,12.71900523,14.6209748,0.003423093843,0.3033496993,0.2587373603,0.3435309484,1.39108332,-0.8586527832,0.7971271005,-0.2707603585,-0.2634665282,0.8128812774
93,12.75156797,13.71626571,0.05542876463,0.8233154145,0.2609559667,0.3312248193,0.8772775982,-0.06685990866,0.6671930254,0.4026525697,-0.5440648334,0.8878003756
