hod,LOGM_CUT,LOGM1,SIGMA,ALPHA,KAPPA,ALPHA_C,ALPHA_S,S,ACENT,ASAT,BCENT,BSAT
0,12.94840983,14.60965941,0.7285234816,1.059446745,0.7692445417,0.4488707625,1.273620185,0.4610234457,0.3786684152,0.5356849989,0.05420771658,-0.8130513844
2,13.24739166,14.99377328,8.297516894,1.127700866,0.3736545129,0.0505725115,1.417111622,-0.2421402593,-0.09849913568,-0.1510196743,-0.5495575734,0.8602865601
4,12.77913587,13.89881597,6.062547953,0.5390857153,0.8382140861,0.5233068756,0.7347935769,0.05191850514,-0.6184404618,-0.498371403,-0.5621399583,-0.9520607646
7,13.32167353,13.6131182,0.9012633377,0.9331405216,0.5280633956,0.5746270963,0.9788958366,-0.08785773031,-0.6414870378,0.5704263496,-0.4272690047,-0.9517989622
8,12.58191233,14.6137877,0.01935192055,1.03925402,0.7621696237,0.5269626588,1.286758307,0.2269458313,0.4368769898,-0.04052353456,-0.2504818376,-0.3020895199
9,12.61011195,14.06398949,1.169888945,1.325296234,0.1235560601,0.09284185723,1.419961543,-0.7846464716,0.2738093068,-0.1363608509,-0.1782073139,0.00449850674
10,13.25527826,13.71534535,7.56432903,1.306523002,0.2929602535,0.2063236456,1.361768061,-0.8864703758,0.7474172664,0.3968453884,-0.3504141321,0.4302246059
11,13.08067175,13.88219147,4.316375619,0.7563138645,0.9651391969,0.08917391462,0.8187470883,-0.5799092265,0.07786941772,0.3626398436,0.001231099068,-0.01609105159
14,12.69608525,14.27156817,5.122075161,0.7051398604,0.9704260049,0.501259538,0.9590445739,-0.06362815578,-0.3562859996,0.08534358477,0.152027804,0.2049767437
17,12.91609985,13.61753822,0.1246770391,0.3368139274,0.7730946978,0.3025668462,1.227269793,0.001220166995,-0.5191295456,-0.5324231633,0.04452830288,0.7893850811
18,13.44536006,13.75900915,1.891326544,1.400146377,0.298337201,0.5964955737,1.04108224,0.5183940155,0.7914405024,0.2825407577,-0.1010673251,0.8811063217
19,12.74494548,15.03870685,0.1334893865,0.8361717015,0.5244798788,0.2224467544,0.7751371928,0.8803095191,0.8036890454,-0.4033904297,-0.6267126876,-0.01280820724
20,12.61808128,14.86308654,0.03373756322,0.9453037057,0.2132383079,0.3113272936,0.6083948046,0.8196365103,-0.4983262439,-0.2587866727,-0.4681937623,-0.8358023232
21,12.50825148,13.86768965,1.3560432,0.8319741368,0.763054144,0.2430138212,1.227077576,-0.6401332556,0.4256192223,-0.5095865308,0.1768097049,-0.7838161059
24,12.84145608,14.40162964,8.476473921,1.411322166,0.1568936451,0.5312361624,0.9161004828,-0.1835168386,0.4431877834,-0.4863203008,-0.6534828366,0.7629413594
25,12.77619301,14.67942101,0.00413765529,0.3261758162,0.8852841712,0.148155321,0.5943065746,-0.1772200747,-0.05220465812,0.7094031795,-0.160483986,0.05542027883
26,13.23161786,13.93699867,2.469146236,0.8476413117,0.6882785843,0.42261493,0.9698407652,0.9898646869,0.5871159338,-0.6024559032,0.06428252765,-0.6474805157
28,12.57073653,14.4405708,0.004028739625,0.8531430308,0.5910252236,0.394046609,0.8376424934,-0.8301243263,0.2523747305,0.9600644966,-0.5154657127,-0.9532986334
29,12.6849929,14.15731641,0.006066491316,0.3067316627,0.3998192285,0.3136709964,0.7227199652,-0.9038197476,0.5628542305,0.1083559183,-0.1521359279,-0.2562612106
30,12.74864922,14.59641878,0.07455108095,1.410977116,0.5270259504,0.3527787989,1.402216058,0.09575727398,-0.9321020995,-0.6625146212,0.09463710299,0.7598854092
31,12.63560528,14.42517565,0.005467908174,0.9249571475,0.03900332271,0.4830994422,0.9551042816,-0.7271672711,-0.7295164382,0.3916974014,-0.5966490525,0.2237303858
32,13.69542581,14.1415808,3.213773644,0.9757906714,0.4019043426,0.1078303784,0.8315130882,0.2029992759,0.03439217673,-0.761833666,-0.4026191361,-0.329233976
33,12.78817302,14.842276,0.03257442805,0.40573915,0.02651743923,0.03044483538,0.9382341134,0.3602969453,-0.7494050549,0.8875447628,-0.1335782599,-0.6200547637
35,12.66976107,14.1565254,0.01345325135,0.8678960194,0.1383071746,0.1029947343,1.163184897,0.9182220757,0.9202757193,0.8950280821,0.0346098115,-0.2814759452
36,12.75857506,14.02314583,0.002059557336,0.7530590126,0.1455213276,0.4824019875,0.8791706728,0.7922147887,-0.432989789,-0.6445971187,0.04998388457,0.7489598419
39,12.74823888,15.0236578,0.06203089553,1.140321072,0.756574239,0.1941372755,1.292585424,0.8653185225,-0.8786685953,-0.7725828579,-0.4696740624,-0.4649608162
