hod,LOGM_CUT,LOGM1,SIGMA,ALPHA,KAPPA,ALPHA_C,ALPHA_S,S,ACENT,ASAT,BCENT,BSAT
3,13.43427276,13.63076891,0.619396992,1.068455525,0.178425301,0.1525333562,0.7428511917,0.2201726811,0.8325810775,-0.99858843,-0.6559709339,-0.5310204378
6,12.58400756,13.70305597,1.62929232,0.5078965271,0.6153157999,0.5200331582,0.6974265125,0.01234497847,0.7666977242,-0.3113192492,0.1392393344,0.8446091102
7,12.628572,14.00451452,0.5023908567,0.866279034,0.3221692524,0.5355786358,1.384541217,-0.7105363332,-0.8562428919,0.4341315919,-0.1581304056,-0.4798603024
8,12.61584662,14.28408443,4.501272822,1.024795828,0.9037211764,0.118951746,1.349020833,-0.6065061092,0.6950960711,-0.8733553366,-0.1521948225,-0.6508672587
10,13.64472149,13.67917465,2.404477634,1.408053176,0.1548102397,0.3417780825,0.9426584395,0.3855689083,-0.8917586166,-0.9394454345,-0.2018232016,0.5906139907
11,12.59233181,14.91725602,4.793024045,0.6384715119,0.6960527847,0.2049871106,0.9544444785,-0.4870867116,0.2874096132,0.8775027407,-0.09973189303,-0.7270742063
12,12.72896509,14.77257603,0.001393966558,1.397469836,0.9710081416,0.0811617718,1.103660791,0.1118531207,0.7952237901,-0.4893865245,0.1646706886,-0.9448661077
13,12.57543922,14.54279749,0.01327529905,1.262485904,0.3684515333,0.1753925187,0.9757605924,-0.01385871902,0.6981066928,0.133464924,-0.3932823473,0.1174415156
14,12.56201671,15.06982059,0.04158457908,0.3283065407,0.1735849793,0.4117680729,1.090489774,0.766002058,0.3230579359,-0.1343039429,-0.6414161488,0.7509278927
17,12.92051855,13.82870134,5.234057134,0.7305749336,0.01621335021,0.4387863437,1.128934324,0.0200589425,-0.4680165837,-0.9591817181,-0.6228693072,-0.3857723715
18,12.56471035,15.0416931,0.4221398009,0.3872124905,0.02283328406,0.3041150149,0.6061058935,-0.4092295629,0.6428689681,-0.9349430085,0.02260251896,-0.5563595862
20,12.57025283,14.77273841,0.007610792581,0.6990581822,0.7402442458,0.09772514988,1.291197255,0.4710930528,0.03408238419,0.9953703114,-0.3016168046,-0.3133954949
21,13.01526787,13.68444961,8.576744981,1.120328337,0.4426373568,0.3818475262,0.6975232997,0.2064302323,0.1131766368,-0.813825167,-0.4359799455,0.2379204934
22,12.90009701,14.77758799,0.004534260109,0.9754682279,0.2431158555,0.02489386729,1.096315553,-0.9622937013,-0.9876822321,-0.719760355,-0.6159776287,0.5134917366
23,12.70786169,13.91497873,0.08440183553,0.7797099519,0.6543652072,0.4650983506,1.042182965,-0.2809145365,-0.4453963549,0.9001051641,0.1133276699,-0.9190679955
24,12.84991096,15.03039868,2.182461611,1.453468581,0.8307812016,0.03365163651,1.05035008,0.8166816104,-0.1150515743,-0.1857060554,-0.3514569153,-0.6433846126
26,12.54833696,14.23416029,0.002766145359,1.284448636,0.6904525417,0.5365424095,0.7799508206,-0.4425115818,0.6662108728,0.8253383221,-0.3081684036,0.1363857189
28,12.92496511,13.68931146,0.002806917409,0.5715395585,0.02779079999,0.05016082607,0.8706693042,-0.2502731399,-0.6792317823,0.5330741435,-0.1772686018,-0.06853010342
29,13.3855671,13.6632334,5.257442668,1.006683054,0.6520225781,0.3180421938,1.400077535,-0.1760300892,-0.7762898521,0.7860323753,0.1219141502,-0.6245500441
31,12.54883305,14.42989378,0.0017795856,1.192238878,0.8875294128,0.2599831351,1.391840443,-0.6811967518,-0.9836907782,0.4492824941,0.03404769427,-0.7136322297
32,13.6636849,14.5791551,5.51700796,1.175224086,0.2923832654,0.4825520336,1.156203979,-0.0684713191,-0.8249108125,-0.3735091013,-0.503924349,-0.3296544614
34,13.48520847,14.28806837,0.7579437868,0.6732834201,0.576262278,0.04392469112,1.132962363,-0.9350121776,-0.3237807401,-0.7867956941,-0.4486969884,0.21678694
36,13.03524268,14.9975852,0.3999419348,1.377363183,0.594069996,0.554903431,0.799320724,-0.3156458117,0.4906215693,0.1015274903,-0.4117065825,-0.1205960852
