hod,LOGM_CUT,LOGM1,SIGMA,ALPHA,KAPPA,ALPHA_C,ALPHA_S,S,ACENT,ASAT,BCENT,BSAT
0,13.17464698,14.76062825,5.438214708,1.209477043,0.5577558966,0.5546244776,1.044536011,0.4696280886,-0.210366991,0.2513354036,-0.06859735558,-0.8768608762
5,12.97536861,14.57892502,2.006534639,0.5180128446,0.4218211985,0.3374097856,1.250605778,0.9260980617,-0.3392555405,-0.806945457,-0.428844038,0.5998679187
6,12.82527724,13.95562725,1.819020085,1.091899656,0.5925265425,0.3539710518,1.057138769,-0.4971588587,-0.1365750461,0.05398038753,-0.6390547006,0.08907919985
8,12.78798733,14.96684402,7.005218211,0.862875041,0.7952257466,0.06356574332,0.8424550504,-0.3108005876,-0.699377777,0.8521099242,0.1086527911,0.4416777064
9,13.00047057,14.58687229,1.06224734,0.6618739237,0.6313894976,0.2719426349,0.7702569825,-0.3895523187,0.3865407591,0.0286199129,-0.426051044,0.7453362517
11,13.06799068,13.61217497,1.129136764,0.3723113855,0.04364367598,0.4350669601,1.129621177,-0.2811092155,0.1876574021,-0.5161861803,-0.4450088191,-0.339288065
13,12.84521521,14.14266324,0.07180078216,1.244680758,0.9408545219,0.08374236667,0.9618556542,0.9471744236,0.5042322131,-0.5830619379,-0.2911214489,-0.1244359701
17,12.88215174,14.15723109,0.01383185607,0.6868074356,0.1269227693,0.09144898327,0.6151062816,-0.6109834908,-0.8092265386,0.3339775515,-0.212349318,-0.04095598925
21,12.57578105,14.85535934,2.611045228,1.078793905,0.6952525658,0.4009977317,1.18075175,0.6039974018,0.9112203088,-0.9292938945,-0.02742614411,-0.8981296142
22,12.62931056,14.07965092,2.591916917,0.9950693301,0.9336420213,0.4277416421,1.341747232,-0.9555857118,0.6249964156,0.7617726614,-0.3081279935,-0.5761355026
24,12.75085424,13.65838311,2.199318987,1.265479159,0.2488930931,0.1208364938,0.5958356268,0.4295214057,0.8557387943,-0.5082761173,-0.1241610648,-0.2112682118
25,13.13544986,13.74095143,1.37473421,0.7469466918,0.472094051,0.1456603147,0.6029851449,-0.1106309465,-0.9092674465,0.5741195993,-0.0198534589,-0.3101810479
27,13.01486479,13.93558414,0.008540144116,0.4191698322,0.567368064,0.3753698886,1.103940488,0.2268230283,-0.2144396905,-0.7313661166,-0.3642657234,-0.6810571922
28,13.19476886,14.59887645,1.705201041,0.7823642594,0.2327182303,0.5759384043,1.015845144,-0.02717458616,0.8408725745,0.4561465736,-0.3728160741,0.9164017442
30,12.5255735,15.01855682,0.3739621098,1.193998361,0.353087353,0.1873431519,0.6736441515,-0.07448812198,-0.2833141282,0.8586259735,0.1671662275,0.2828731892
31,13.04271937,14.33951498,0.3251286386,1.446697437,0.5857671151,0.1598853016,1.303836709,0.7248345283,0.8302971018,-0.6994583617,-0.3142742988,0.3175321588
33,12.94540826,14.4358658,0.7718461807,0.6160836155,0.01131492112,0.1312340912,0.9940132284,-0.9462408732,-0.004272941501,0.2190323,-0.277033334,0.1792348452
34,12.72822707,14.9074693,0.05624344083,0.6349396176,0.9610429281,0.4616872674,0.8200283683,-0.7039360864,-0.4615391931,-0.00937556136,-0.05208464164,0.09591191314
36,12.78911773,14.21399921,0.01154382104,0.873101569,0.383532954,0.1451417005,0.5958933392,-0.3844353461,-0.9067588665,0.9718833483,0.005205590692,0.2814511098
37,12.91544999,13.62775697,0.003655076698,1.2287068,0.3319880601,0.2016384935,0.9522282945,0.6946388977,-0.09460918379,0.7049175495,-0.4257490264,-0.2153381156
38,13.37505071,13.81318813,3.034125841,0.8291600015,0.493946927,0.5483649755,1.195516836,-0.4811030444,-0.9735121179,-0.1750332403,-0.6568901195,0.8023661036
39,12.75754638,14.3298944,0.4853376939,0.9093880118,0.1848041747,0.2287580601,0.945268764,0.2015440489,-0.02019510522,0.08237609085,0.1700885811,0.4436560503
40,13.06857224,15.00086063,7.216954132,0.9792365227,0.1829801664,0.08030813352,0.5901412331,0.9990303585,-0.5870436245,0.4824701501,-0.4193444575,-0.1714313322
44,12.98632367,14.63332518,7.863919389,0.9291558831,0.6651720964,0.5949337916,0.9337222816,-0.5875703345,-0.3153740685,0.8620886969,-0.5415900002,-0.8926574375
46,12.5410357,15.04000782,0.02219848135,1.236832047,0.4107437516,0.06264089609,1.327435146,0.1810585391,0.2248387294,0.1471558138,-0.3641808636,0.1374735395
48,12.92120144,13.74726095,0.05414584113,1.091979542,0.4277772219,0.595751087,1.102026412,-0.1201370139,0.3733099837,-0.6775098253,-0.350187728,-0.9116573667
49,12.52768159,14.1218787,0.3183119109,0.3177424027,0.102563384,0.5477735951,0.6560917418,-0.9002215583,0.7886063119,0.05221547367,-0.006306481485,-0.03411344182
51,13.28333095,14.95356841,4.16512354,0.3355020937,0.6965025019,0.0356434039,1.266752381,0.05057976499,-0.6200554796,-0.9211181198,0.03411160245,0.5676889737
52,12.84026947,14.87235823,0.365973648,1.208231346,0.3992469067,0.03104321214,0.9461530231,-0.2046705441,0.586152739,-0.7760573426,-0.2647030404,-0.05320244349
53,13.55818957,13.65194322,0.8710253493,1.347634794,0.9193553731,0.2229184907,1.455721881,0.7752389236,0.3937632571,-0.1858348883,-0.06542966307,-0.3778834574
54,12.88139678,14.46175137,0.1666683451,1.094389803,0.11296893,0.4674912928,0.7027681838,-0.2884767627,0.506243455,0.8076356945,-0.08355425683,0.7220323912
55,12.95022448,14.9101249,2.007153349,0.7042060023,0.8063787504,0.1766378488,1.449409588,-0.6607022158,-0.3915902564,0.9560095892,0.1931388683,-0.8214765773
